Disease,MMWR year,MMWR week,Current week
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,26,
"Syphilis, congenital",2018,26,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,26,
"Botulism, total",2018,26,
"Q fever¶, chronic",2018,26,
"Viral hemorrhagic fever***, Sabia virus",2018,26,
"Meningococcal disease, Unknown serogroup",2018,26,3
Typhoid fever ,2018,26,2
"Poliomyelitis, paralytic",2018,26,
"Viral hemorrhagic fever***, Marburg virus",2018,26,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,26,6
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,26,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,26,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,26,
Yellow fever,2018,26,
"Polio virus Infection, nonparalytic¶",2018,26,
Plague,2018,26,
Streptococcal toxic-shock syndrome¶,2018,26,2
Psittacosis¶,2018,26,
Diphtheria,2018,26,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,26,
"Meningococcal disease, Serogroups ACWY",2018,26,1
"Rabies, human",2018,26,
"Botulism, infant",2018,26,
Toxic-shock syndrome (other than Streptococcal)¶,2018,26,
Smallpox,2018,26,
"Viral hemorrhagic fevers***, Ebola virus ",2018,26,
"Viral hemorrhagic fevers***, Machupo virus",2018,26,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,26,
Trichinellosis¶,2018,26,
"Poliomyelitis, paralytic",2018,27,
"Syphilis, congenital",2018,27,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,27,
Cholera,2018,27,
"Viral hemorrhagic fever***, Marburg virus",2018,27,
Hansen's disease¶,2018,27,
"Q fever¶, total",2018,27,
Yellow fever,2018,27,
Psittacosis¶,2018,27,
Cyclosporiasis¶,2018,27,29
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,27,
Vancomycin-resistant Staphylococcus aureus¶,2018,27,
"Hepatitis B, perinatal infection",2018,27,1
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,27,
Listeriosis,2018,27,7
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,27,
"Meningococcal disease, Unknown serogroup",2018,27,1
"Viral hemorrhagic fevers***, Guanarito virus",2018,27,
"Botulism, other (wound and unspecified)",2018,27,2
Paratyphoid fever¶¶,2018,27,
"Viral hemorrhagic fevers***, Junin virus",2018,27,
Vancomycin-intermediate Staphylococcus aureus¶,2018,27,
"Viral hemorrhagic fever***, Sabia virus",2018,27,
"Influenza-associated pediatric mortality¶,**",2018,27,1
"Botulism, total",2018,27,2
Novel Influenza A virus infections§§,2018,27,
"Polio virus Infection, nonparalytic¶",2018,27,
"Viral hemorrhagic fevers***, Lujo virus",2018,27,
Tularemia,2018,27,1
Leptospirosis¶,2018,27,
"Viral hemorrhagic fevers***, Ebola virus ",2018,27,
"Meningococcal disease, Serogroup B",2018,27,1
"Q fever¶, chronic",2018,27,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,27,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,27,
"Botulism, foodborne",2018,27,
"Q fever¶, acute",2018,27,
"Meningococcal disease, Serogroups ACWY",2018,27,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,27,
"Meningococcal disease, Other serogroups",2018,27,
Anthrax,2018,27,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,27,
"Rabies, human",2018,27,
Typhoid fever ,2018,27,1
"Viral hemorrhagic fevers***, Lassa virus",2018,27,
Brucellosis,2018,27,2
Hantavirus pulmonary syndrome¶ ,2018,27,
Trichinellosis¶,2018,27,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,27,
Plague,2018,27,
"Botulism, infant",2018,27,
Diphtheria,2018,27,
Smallpox,2018,27,
Chancroid,2018,27,
Toxic-shock syndrome (other than Streptococcal)¶,2018,27,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,27,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,27,
Streptococcal toxic-shock syndrome¶,2018,27,2
Measles††,2018,27,1
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,27,1
"Hemolytic uremic syndrome, postdiarrheal¶",2018,27,3
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,27,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,27,
"Viral hemorrhagic fevers***, Machupo virus",2018,27,
Trichinellosis¶,2018,28,
"Botulism, total",2018,28,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,28,
Typhoid fever ,2018,28,1
Psittacosis¶,2018,28,
"Viral hemorrhagic fevers***, Lujo virus",2018,28,
Hantavirus pulmonary syndrome¶ ,2018,28,
Smallpox,2018,28,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,28,
Cholera,2018,28,
"Poliomyelitis, paralytic",2018,28,
"Botulism, foodborne",2018,28,
Tularemia,2018,28,10
Vancomycin-resistant Staphylococcus aureus¶,2018,28,
Vancomycin-intermediate Staphylococcus aureus¶,2018,28,
"Meningococcal disease, Serogroups ACWY",2018,28,
"Viral hemorrhagic fever***, Marburg virus",2018,28,
"Q fever¶, chronic",2018,28,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,28,1
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,28,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,28,
"Viral hemorrhagic fevers***, Guanarito virus",2018,28,
Brucellosis,2018,28,1
Measles††,2018,28,2
"Viral hemorrhagic fevers***, Lassa virus",2018,28,
"Polio virus Infection, nonparalytic¶",2018,28,
Anthrax,2018,28,
"Rabies, human",2018,28,
Diphtheria,2018,28,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,28,2
Cyclosporiasis¶,2018,28,34
Chancroid,2018,28,
"Meningococcal disease, Unknown serogroup",2018,28,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,28,
Plague,2018,28,
Hansen's disease¶,2018,28,
Paratyphoid fever¶¶,2018,28,
"Viral hemorrhagic fevers***, Junin virus",2018,28,
"Botulism, infant",2018,28,
Listeriosis,2018,28,10
"Viral hemorrhagic fever***, Sabia virus",2018,28,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,28,
Streptococcal toxic-shock syndrome¶,2018,28,2
Novel Influenza A virus infections§§,2018,28,
Toxic-shock syndrome (other than Streptococcal)¶,2018,28,
"Influenza-associated pediatric mortality¶,**",2018,28,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,28,
"Q fever¶, total",2018,28,
Yellow fever,2018,28,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,28,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,28,
"Syphilis, congenital",2018,28,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,28,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,28,
Leptospirosis¶,2018,28,
"Viral hemorrhagic fevers***, Ebola virus ",2018,28,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,28,
"Viral hemorrhagic fevers***, Machupo virus",2018,28,
"Botulism, other (wound and unspecified)",2018,28,
"Meningococcal disease, Other serogroups",2018,28,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,28,
"Meningococcal disease, Serogroup B",2018,28,
"Hepatitis B, perinatal infection",2018,28,
"Q fever¶, acute",2018,28,
"Q fever¶, chronic",2018,29,
"Meningococcal disease, Other serogroups",2018,29,
"Botulism, infant",2018,29,
Listeriosis,2018,29,3
Typhoid fever ,2018,29,2
"Q fever¶, total",2018,29,2
"Viral hemorrhagic fevers***, Machupo virus",2018,29,
"Botulism, foodborne",2018,29,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,29,
Measles††,2018,29,1
Cyclosporiasis¶,2018,29,58
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,29,
Anthrax,2018,29,
Streptococcal toxic-shock syndrome¶,2018,29,1
Trichinellosis¶,2018,29,
Hantavirus pulmonary syndrome¶ ,2018,29,
"Hepatitis B, perinatal infection",2018,29,
Vancomycin-resistant Staphylococcus aureus¶,2018,29,
Plague,2018,29,
"Viral hemorrhagic fevers***, Ebola virus ",2018,29,
Yellow fever,2018,29,
"Meningococcal disease, Serogroups ACWY",2018,29,
"Botulism, other (wound and unspecified)",2018,29,
"Meningococcal disease, Serogroup B",2018,29,
Psittacosis¶,2018,29,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,29,1
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,29,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,29,
Paratyphoid fever¶¶,2018,29,
"Viral hemorrhagic fever***, Sabia virus",2018,29,
Tularemia,2018,29,1
"Viral hemorrhagic fevers***, Guanarito virus",2018,29,
"Poliomyelitis, paralytic",2018,29,
"Syphilis, congenital",2018,29,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,29,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,29,
"Q fever¶, acute",2018,29,2
"Botulism, total",2018,29,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,29,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,29,
"Meningococcal disease, Unknown serogroup",2018,29,2
Leptospirosis¶,2018,29,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,29,
"Influenza-associated pediatric mortality¶,**",2018,29,
"Rabies, human",2018,29,
Chancroid,2018,29,1
Vancomycin-intermediate Staphylococcus aureus¶,2018,29,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,29,
Hansen's disease¶,2018,29,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,29,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,29,
"Viral hemorrhagic fevers***, Lassa virus",2018,29,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,29,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,29,2
"Viral hemorrhagic fevers***, Junin virus",2018,29,
Diphtheria,2018,29,
"Viral hemorrhagic fevers***, Lujo virus",2018,29,
Toxic-shock syndrome (other than Streptococcal)¶,2018,29,
Smallpox,2018,29,
Brucellosis,2018,29,
Novel Influenza A virus infections§§,2018,29,
Cholera,2018,29,
"Polio virus Infection, nonparalytic¶",2018,29,
"Viral hemorrhagic fever***, Marburg virus",2018,29,
"Syphilis, congenital",2018,30,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,30,
Trichinellosis¶,2018,30,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,30,
Novel Influenza A virus infections§§,2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,30,
"Viral hemorrhagic fever***, Sabia virus",2018,30,
"Q fever¶, chronic",2018,30,
Leptospirosis¶,2018,30,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,30,
Tularemia,2018,30,4
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,30,
"Viral hemorrhagic fevers***, Guanarito virus",2018,30,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,30,4
Streptococcal toxic-shock syndrome¶,2018,30,2
Diphtheria,2018,30,
Brucellosis,2018,30,
Smallpox,2018,30,
"Viral hemorrhagic fevers***, Lassa virus",2018,30,
Plague,2018,30,
Listeriosis,2018,30,5
"Meningococcal disease, Serogroups ACWY",2018,30,
"Poliomyelitis, paralytic",2018,30,
Cyclosporiasis¶,2018,30,33
Chancroid,2018,30,
"Botulism, total",2018,30,
"Polio virus Infection, nonparalytic¶",2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,30,
"Meningococcal disease, Unknown serogroup",2018,30,1
"Q fever¶, acute",2018,30,
Paratyphoid fever¶¶,2018,30,
Anthrax,2018,30,
"Botulism, foodborne",2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,30,
Cholera,2018,30,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,30,
"Viral hemorrhagic fevers***, Machupo virus",2018,30,
Brucellosis,2018,31,
Toxic-shock syndrome (other than Streptococcal)¶,2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,30,
"Botulism, infant",2018,30,
"Q fever¶, total",2018,30,
Vancomycin-resistant Staphylococcus aureus¶,2018,30,
Psittacosis¶,2018,30,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,30,7
Measles††,2018,30,
"Botulism, other (wound and unspecified)",2018,30,
"Viral hemorrhagic fevers***, Ebola virus ",2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,30,
"Meningococcal disease, Other serogroups",2018,30,
"Viral hemorrhagic fever***, Marburg virus",2018,30,
"Rabies, human",2018,30,
Vancomycin-intermediate Staphylococcus aureus¶,2018,30,1
"Influenza-associated pediatric mortality¶,**",2018,30,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,30,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,30,
"Viral hemorrhagic fevers***, Junin virus",2018,30,
"Meningococcal disease, Serogroup B",2018,30,
Typhoid fever ,2018,30,1
Hansen's disease¶,2018,30,
Yellow fever,2018,30,
Hantavirus pulmonary syndrome¶ ,2018,30,
"Hepatitis B, perinatal infection",2018,30,
"Viral hemorrhagic fevers***, Lujo virus",2018,30,
Measles††,2018,31,
"Q fever¶, acute",2018,31,
"Polio virus Infection, nonparalytic¶",2018,31,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,31,
Cyclosporiasis¶,2018,31,29
"Poliomyelitis, paralytic",2018,31,
"Meningococcal disease, Other serogroups",2018,31,
"Meningococcal disease, Serogroup B",2018,31,
"Viral hemorrhagic fever***, Marburg virus",2018,31,
"Q fever¶, total",2018,31,
Vancomycin-intermediate Staphylococcus aureus¶,2018,31,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,31,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,31,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,31,
"Q fever¶, chronic",2018,31,
Typhoid fever ,2018,31,
Yellow fever,2018,31,
"Viral hemorrhagic fevers***, Machupo virus",2018,31,
"Botulism, total",2018,31,1
"Syphilis, congenital",2018,31,
"Viral hemorrhagic fevers***, Lujo virus",2018,31,
"Rabies, human",2018,31,
Psittacosis¶,2018,31,
Leptospirosis¶,2018,31,
Toxic-shock syndrome (other than Streptococcal)¶,2018,31,
"Viral hemorrhagic fever***, Sabia virus",2018,31,
"Botulism, other (wound and unspecified)",2018,31,
Plague,2018,31,
"Botulism, foodborne",2018,31,
Novel Influenza A virus infections§§,2018,31,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,31,
"Meningococcal disease, Serogroups ACWY",2018,31,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,31,
Paratyphoid fever¶¶,2018,31,
Listeriosis,2018,31,16
Hantavirus pulmonary syndrome¶ ,2018,31,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,31,
"Botulism, infant",2018,31,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,31,
Smallpox,2018,31,
Vancomycin-resistant Staphylococcus aureus¶,2018,31,
Diphtheria,2018,31,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,31,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,31,1
"Viral hemorrhagic fevers***, Guanarito virus",2018,31,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,31,2
Anthrax,2018,31,
Chancroid,2018,31,
Hansen's disease¶,2018,31,
Cholera,2018,31,
Streptococcal toxic-shock syndrome¶,2018,31,2
"Viral hemorrhagic fevers***, Ebola virus ",2018,31,
"Meningococcal disease, Unknown serogroup",2018,31,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,31,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,31,
"Influenza-associated pediatric mortality¶,**",2018,31,1
"Hepatitis B, perinatal infection",2018,31,
Trichinellosis¶,2018,31,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,31,
"Viral hemorrhagic fevers***, Lassa virus",2018,31,
Tularemia,2018,31,6
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,31,1
"Viral hemorrhagic fevers***, Junin virus",2018,31,
"Meningococcal disease, Unknown serogroup",2018,32,1
Streptococcal toxic-shock syndrome¶,2018,32,1
"Hepatitis B, perinatal infection",2018,32,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,32,1
Typhoid fever,2018,32,
"Botulism, total",2018,32,
Chancroid,2018,32,1
Vancomycin-resistant Staphylococcus aureus¶,2018,32,
Plague,2018,32,
"Botulism, infant",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease",2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,32,1
"Meningococcal disease, Serogroups ACWY",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,32,
"Q fever¶, total",2018,32,
"Viral hemorrhagic fevers***, Machupo virus",2018,32,
Tularemia,2018,32,2
Hansen's disease¶,2018,32,
Paratyphoid fever¶¶,2018,32,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,32,
"Viral hemorrhagic fevers***, Lassa virus",2018,32,
Smallpox,2018,32,
Diphtheria,2018,32,
"Meningococcal disease, Serogroup B",2018,32,
"Q fever¶, acute",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,32,
Psittacosis¶,2018,32,
"Poliomyelitis, paralytic",2018,32,
"Viral hemorrhagic fever***, Marburg virus",2018,32,
"Polio virus Infection, nonparalytic¶",2018,32,
Leptospirosis¶,2018,32,
"Viral hemorrhagic fevers***, Guanarito virus",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,32,
"Botulism, other (wound and unspecified)",2018,32,
"Influenza-associated pediatric mortality¶,**",2018,32,
"Viral hemorrhagic fever***, Sabia virus",2018,32,
Measles††,2018,32,
Toxic-shock syndrome (other than Streptococcal)¶,2018,32,
"Q fever¶, chronic",2018,32,
Cyclosporiasis¶,2018,32,44
Brucellosis,2018,32,2
"Viral hemorrhagic fevers***, Ebola virus",2018,32,
Trichinellosis¶,2018,32,
Listeriosis,2018,32,11
Hantavirus pulmonary syndrome¶,2018,32,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,32,
"Meningococcal disease, Other serogroups",2018,32,
"Rabies, human",2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,32,1
Novel Influenza A virus infections§§,2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease",2018,32,1
"Hemolytic uremic syndrome, postdiarrheal¶",2018,32,3
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,32,
Cholera,2018,32,
"Syphilis, congenital",2018,32,
"Viral hemorrhagic fevers***, Junin virus",2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype",2018,32,
Anthrax,2018,32,
"Botulism, foodborne",2018,32,
Vancomycin-intermediate Staphylococcus aureus¶,2018,32,
"Viral hemorrhagic fevers***, Lujo virus",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,32,
Yellow fever,2018,32,
"Meningococcal disease, Unknown serogroup",2018,32,1
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,32,
Streptococcal toxic-shock syndrome¶,2018,32,1
"Hepatitis B, perinatal infection",2018,32,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,32,1
Hantavirus pulmonary syndrome¶ ,2018,32,
"Botulism, total",2018,32,
Chancroid,2018,32,1
Vancomycin-resistant Staphylococcus aureus¶,2018,32,
Plague,2018,32,
"Botulism, infant",2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,32,1
Typhoid fever ,2018,32,
"Meningococcal disease, Serogroups ACWY",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,32,
"Q fever¶, total",2018,32,
"Viral hemorrhagic fevers***, Ebola virus ",2018,32,
"Viral hemorrhagic fevers***, Machupo virus",2018,32,
Tularemia,2018,32,2
Hansen's disease¶,2018,32,
Paratyphoid fever¶¶,2018,32,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,32,
"Viral hemorrhagic fevers***, Lassa virus",2018,32,
Smallpox,2018,32,
Diphtheria,2018,32,
"Meningococcal disease, Serogroup B",2018,32,
"Q fever¶, acute",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,32,
Psittacosis¶,2018,32,
"Poliomyelitis, paralytic",2018,32,
"Viral hemorrhagic fever***, Marburg virus",2018,32,
"Polio virus Infection, nonparalytic¶",2018,32,
Leptospirosis¶,2018,32,
"Viral hemorrhagic fevers***, Guanarito virus",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,32,1
"Botulism, other (wound and unspecified)",2018,32,
"Influenza-associated pediatric mortality¶,**",2018,32,
"Viral hemorrhagic fever***, Sabia virus",2018,32,
Measles††,2018,32,
Toxic-shock syndrome (other than Streptococcal)¶,2018,32,
"Q fever¶, chronic",2018,32,
Cyclosporiasis¶,2018,32,44
Brucellosis,2018,32,2
Trichinellosis¶,2018,32,
Listeriosis,2018,32,11
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,32,
"Meningococcal disease, Other serogroups",2018,32,
"Rabies, human",2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,32,1
Novel Influenza A virus infections§§,2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,32,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,32,3
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,32,
Cholera,2018,32,
"Syphilis, congenital",2018,32,
"Viral hemorrhagic fevers***, Junin virus",2018,32,
Anthrax,2018,32,
"Botulism, foodborne",2018,32,
Vancomycin-intermediate Staphylococcus aureus¶,2018,32,
"Viral hemorrhagic fevers***, Lujo virus",2018,32,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,32,
Yellow fever,2018,32,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,33,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,33,
Measles††,2018,33,4
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,33,
"Hepatitis B, perinatal infection",2018,33,
"Viral hemorrhagic fevers***, Lujo virus",2018,33,
"Viral hemorrhagic fevers***, Machupo virus",2018,33,
Cyclosporiasis¶,2018,33,22
"Botulism, infant",2018,33,
Toxic-shock syndrome (other than Streptococcal)¶,2018,33,
Vancomycin-intermediate Staphylococcus aureus¶,2018,33,
Paratyphoid fever¶¶,2018,33,
"Botulism, total",2018,33,
Chancroid,2018,33,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,33,
Trichinellosis¶,2018,33,
"Viral hemorrhagic fevers***, Lassa virus",2018,33,
Cholera,2018,33,
Brucellosis,2018,33,
"Meningococcal disease, Serogroups ACWY",2018,33,1
"Polio virus Infection, nonparalytic¶",2018,33,
Psittacosis¶,2018,33,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,33,
Diphtheria,2018,33,
Leptospirosis¶,2018,33,
"Viral hemorrhagic fevers***, Junin virus",2018,33,
Listeriosis,2018,33,8
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,33,1
Hantavirus pulmonary syndrome¶ ,2018,33,
Yellow fever,2018,33,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,33,
"Viral hemorrhagic fevers***, Guanarito virus",2018,33,
Tularemia,2018,33,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,33,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,33,
"Q fever¶, acute",2018,33,3
Hansen's disease¶,2018,33,
"Q fever¶, chronic",2018,33,
"Meningococcal disease, Unknown serogroup",2018,33,1
Plague,2018,33,
"Syphilis, congenital",2018,33,
"Botulism, foodborne",2018,33,
Typhoid fever ,2018,33,2
"Viral hemorrhagic fevers***, Ebola virus ",2018,33,
"Viral hemorrhagic fever***, Marburg virus",2018,33,
"Q fever¶, total",2018,33,3
"Poliomyelitis, paralytic",2018,33,
Streptococcal toxic-shock syndrome¶,2018,33,2
Anthrax,2018,33,
Novel Influenza A virus infections§§,2018,33,2
"Influenza-associated pediatric mortality¶,**",2018,33,
"Botulism, other (wound and unspecified)",2018,33,
"Meningococcal disease, Other serogroups",2018,33,
Vancomycin-resistant Staphylococcus aureus¶,2018,33,
"Rabies, human",2018,33,
"Viral hemorrhagic fever***, Sabia virus",2018,33,
Smallpox,2018,33,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,33,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,33,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,33,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,33,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,33,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,33,
"Meningococcal disease, Serogroup B",2018,33,1
"Polio virus Infection, nonparalytic**",2018,34,
Leptospirosis**,2018,34,
Brucellosis,2018,34,
