Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
KENTUCKY,2016,3,,-,0,,6,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2016,3,2,,25,,111,,10,,28,,2,,2,,9,,2,,1,,,-,0,,1,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,4,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,3,,-,0,,4,,1,,2,,,-,0,,2,,1,,2,,,-,0,,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IOWA,2016,3,,-,2,,28,,1,,2,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WISCONSIN,2016,3,,-,14,,130,,,-,10,,,-,0,,1,,,-,1,,,-,0,,2,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2016,3,,-,15,,79,,3,,20,,,-,0,,3,,1,,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
DIST. OF COL.,2016,3,,-,1,,8,,,-,5,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,DIST. OF COL.,
MONTANA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,3,,-,2,,11,,1,,1,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
PACIFIC,2016,3,,-,2,,12,,,-,4,,,-,2,,7,,2,,10,,,-,2,,7,,6,,7,,,
S. ATLANTIC,2016,3,7,,69,,234,,34,,63,,4,,6,,15,,8,,17,,,-,1,,4,,1,,11,,,
PENNSYLVANIA,2016,3,30,,129,,846,,169,,140,,,-,0,,3,,1,,3,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
E.S. CENTRAL,2016,3,1,,2,,12,,2,,2,,,-,0,,4,,3,,2,,,-,0,,2,,,-,,-,,
GUAM,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
COLORADO,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2016,3,8,,47,,231,,21,,18,,,-,1,,7,,1,,4,,,-,0,,1,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2016,3,,-,6,,65,,,-,13,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARKANSAS,2016,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2016,3,,-,10,,69,,2,,2,,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2016,3,4,,3,,15,,6,,2,,1,,1,,3,,4,,4,,,-,0,,3,,1,,3,,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2016,3,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
C.N.M.I.,2016,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEBRASKA,2016,3,,-,0,,1,,,-,,-,1,,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW ENGLAND,2016,3,1,,83,,722,,12,,180,,,-,1,,6,,3,,4,,,-,0,,2,,,-,2,,,
E.N. CENTRAL,2016,3,1,,21,,175,,2,,18,,,-,2,,6,,3,,10,,1,,1,,5,,1,,2,,,
CALIFORNIA,2016,3,,-,1,,9,,,-,2,,,-,2,,6,,,-,7,,,-,1,,4,,3,,6,,"CALIFORNIA
(37.640735, -121.002435)",
WYOMING,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MID. ATLANTIC,2016,4,40,,232,,1256,,286,,311,,2,,5,,24,,11,,14,,,-,1,,4,,,-,1,,,
CONNECTICUT,2016,4,,-,27,,187,,1,,54,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
E.S. CENTRAL,2016,4,1,,2,,12,,3,,3,,,-,0,,4,,4,,2,,,-,0,,2,,,-,1,,,
W.N. CENTRAL,2016,4,,-,4,,30,,1,,3,,,-,0,,3,,1,,3,,,-,0,,3,,,-,1,,,
DIST. OF COL.,2016,4,,-,1,,8,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,DIST. OF COL.,
WASHINGTON,2016,4,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,-,0,,4,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2016,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
KENTUCKY,2016,4,,-,0,,6,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2016,4,,-,1,,3,,2,,1,,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEVADA,2016,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2016,4,2,,23,,95,,7,,15,,,-,1,,5,,1,,7,,,-,0,,2,,,-,3,,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2016,4,,-,0,,0,,,-,,-,,-,0,,8,,2,,6,,,-,0,,2,,1,,3,,"GEORGIA
(32.836038, -83.631709)",
S. ATLANTIC,2016,4,9,,69,,235,,50,,81,,,-,6,,15,,11,,24,,,-,1,,4,,2,,11,,,
WYOMING,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2016,4,,-,2,,12,,,-,7,,,-,2,,7,,3,,13,,,-,1,,7,,8,,13,,,
TENNESSEE,2016,4,,-,0,,4,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2016,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2016,4,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2016,4,,-,1,,6,,,-,,-,2,,1,,8,,3,,2,,,-,0,,3,,1,,2,,"TEXAS
(31.827233, -99.423022)",
ALASKA,2016,4,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2016,4,,-,0,,57,,,-,6,,,-,0,,5,,,-,1,,,-,0,,1,,,-,1,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"COLORADO
(38.841772, -106.132562)",
INDIANA,2016,4,,-,0,,9,,,-,3,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2016,4,,-,0,,2,,,-,2,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
IOWA,2016,4,,-,2,,28,,1,,3,,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
MAINE,2016,4,,-,15,,79,,8,,22,,,-,0,,3,,1,,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
OHIO,2016,4,1,,2,,18,,2,,4,,,-,0,,3,,1,,3,,,-,0,,4,,1,,2,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2016,4,,-,15,,131,,2,,15,,,-,0,,1,,,-,1,,,-,0,,2,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
UNITED STATES,2016,4,53,,436,,2251,,372,,641,,4,,21,,56,,39,,78,,,-,6,,15,,14,,35,,,
NORTH DAKOTA,2016,4,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2016,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MOUNTAIN,2016,4,,-,1,,2,,,-,2,,,-,1,,3,,,-,2,,,-,0,,3,,,-,,-,,
VERMONT,2016,4,1,,8,,57,,11,,11,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2016,4,2,,25,,112,,12,,33,,,-,2,,9,,2,,1,,,-,0,,1,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2016,4,,-,1,,9,,,-,4,,,-,1,,6,,1,,8,,,-,1,,4,,5,,9,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2016,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2016,4,20,,46,,231,,42,,24,,1,,1,,7,,2,,4,,,-,0,,1,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2016,4,,-,27,,390,,,-,98,,,-,1,,3,,,-,4,,,-,0,,2,,,-,2,,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2016,4,,-,10,,69,,5,,2,,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2016,4,1,,0,,4,,2,,3,,,-,0,,2,,1,,2,,,-,0,,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
AMER. SAMOA,2016,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
MICHIGAN,2016,4,1,,2,,11,,3,,2,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,4,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2016,4,,-,0,,3,,,-,2,,,-,0,,2,,2,,4,,,-,0,,3,,3,,3,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,4,,-,2,,28,,,-,4,,,-,1,,3,,1,,6,,,-,0,,2,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2016,4,2,,7,,30,,17,,7,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2016,4,3,,3,,15,,10,,4,,,-,1,,3,,4,,7,,,-,0,,3,,1,,3,,"FLORIDA
(28.915325, -81.922409)",
E.N. CENTRAL,2016,4,2,,20,,177,,7,,28,,,-,2,,6,,3,,11,,,-,1,,5,,1,,4,,,
NEW MEXICO,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2016,4,19,,130,,846,,232,,184,,,-,0,,3,,1,,3,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
W.S. CENTRAL,2016,4,,-,1,,6,,,-,,-,2,,1,,9,,3,,4,,,-,1,,5,,3,,2,,,
NEW HAMPSHIRE,2016,4,,-,6,,65,,,-,19,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2016,4,,-,3,,24,,2,,9,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK CITY,2016,4,1,,4,,560,,11,,12,,1,,3,,17,,8,,5,,,-,0,,2,,,-,,-,NEW YORK CITY,
NEW JERSEY,2016,4,,-,44,,325,,1,,91,,,-,1,,5,,,-,2,,,-,0,,1,,,-,1,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW ENGLAND,2016,4,1,,83,,723,,25,,206,,,-,1,,6,,3,,5,,,-,0,,2,,,-,2,,,
UTAH,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,5,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,,-,0,,4,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW ENGLAND,2016,5,,-,83,,723,,38,,271,,,-,1,,6,,4,,6,,,-,0,,2,,,-,2,,,
NORTH CAROLINA,2016,5,,-,0,,57,,,-,6,,,-,0,,5,,,-,1,,,-,0,,1,,,-,2,,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2016,5,1,,0,,4,,2,,,-,,-,0,,2,,1,,,-,,-,0,,1,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2016,5,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2016,5,21,,130,,853,,312,,230,,1,,0,,3,,2,,3,,,-,0,,2,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2016,5,,-,3,,24,,6,,10,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
DIST. OF COL.,2016,5,,-,1,,8,,,-,7,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,DIST. OF COL.,
MOUNTAIN,2016,5,2,,1,,2,,2,,2,,,-,1,,3,,,-,2,,,-,0,,3,,1,,,-,,
MAINE,2016,5,,-,15,,79,,12,,30,,,-,0,,3,,1,,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,5,,-,10,,69,,5,,2,,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
SOUTH DAKOTA,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
E.N. CENTRAL,2016,5,,-,21,,179,,8,,34,,2,,2,,6,,5,,13,,1,,1,,5,,2,,5,,,
COLORADO,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TEXAS,2016,5,,-,1,,6,,,-,,-,1,,1,,8,,6,,2,,,-,0,,3,,1,,3,,"TEXAS
(31.827233, -99.423022)",
IDAHO,2016,5,1,,0,,2,,1,,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MARYLAND,2016,5,5,,26,,113,,19,,90,,,-,2,,9,,4,,3,,,-,0,,1,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2016,5,,-,0,,4,,3,,3,,,-,0,,2,,1,,2,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
AMER. SAMOA,2016,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
NEW JERSEY,2016,5,,-,44,,325,,37,,129,,,-,1,,5,,1,,2,,,-,0,,1,,,-,1,,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2016,5,,-,0,,0,,,-,,-,,-,0,,8,,2,,8,,,-,0,,2,,1,,4,,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2016,5,,-,8,,57,,19,,14,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
W.N. CENTRAL,2016,5,,-,4,,30,,2,,3,,,-,0,,3,,1,,4,,,-,0,,3,,,-,2,,,
CONNECTICUT,2016,5,,-,27,,187,,2,,69,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2016,5,,-,2,,11,,,-,4,,,-,1,,6,,1,,11,,4,,1,,4,,10,,13,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGIN ISL.,2016,5,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
MASSACHUSETTS,2016,5,,-,30,,390,,,-,131,,,-,1,,3,,,-,5,,,-,0,,2,,,-,2,,"MASSACHUSETTS
(42.268546, -72.085064)",
W.S. CENTRAL,2016,5,,-,1,,6,,,-,,-,1,,2,,9,,6,,5,,,-,1,,5,,3,,5,,,
MINNESOTA,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
PUERTO RICO,2016,5,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK CITY,2016,5,,-,3,,560,,11,,12,,5,,2,,17,,13,,6,,,-,0,,2,,,-,,-,NEW YORK CITY,
WISCONSIN,2016,5,,-,16,,133,,2,,21,,,-,0,,1,,,-,1,,,-,0,,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,5,,-,5,,65,,,-,25,,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2016,5,56,,439,,2257,,550,,876,,13,,21,,56,,59,,92,,6,,6,,15,,25,,51,,,
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NORTH DAKOTA,2016,5,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2016,5,,-,1,,3,,3,,1,,1,,0,,1,,1,,1,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2016,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ALASKA,2016,5,,-,0,,2,,1,,1,,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2016,5,1,,0,,6,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,5,15,,46,,231,,57,,32,,1,,1,,7,,3,,5,,,-,0,,1,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
IOWA,2016,5,,-,2,,28,,2,,3,,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
MISSOURI,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2016,5,,-,2,,11,,4,,2,,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2016,5,,-,2,,18,,2,,4,,2,,0,,3,,3,,3,,1,,0,,4,,2,,2,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2016,5,4,,23,,96,,12,,23,,1,,1,,5,,2,,7,,,-,0,,2,,,-,3,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2016,5,6,,7,,30,,24,,10,,1,,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
S. ATLANTIC,2016,5,15,,70,,236,,74,,152,,3,,6,,15,,17,,28,,1,,1,,4,,5,,14,,,
NEBRASKA,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,5,1,,0,,2,,1,,2,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2016,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,4,,,-,2,,"LOUISIANA
(31.2931, -92.463284)",
E.S. CENTRAL,2016,5,2,,2,,12,,7,,3,,,-,0,,4,,4,,2,,,-,0,,2,,1,,1,,,
PACIFIC,2016,5,1,,2,,14,,2,,8,,,-,2,,7,,3,,16,,4,,1,,7,,13,,20,,,
INDIANA,2016,5,,-,0,,9,,,-,3,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2016,5,,-,3,,15,,10,,5,,,-,1,,3,,4,,7,,1,,0,,3,,2,,4,,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2016,5,,-,2,,28,,,-,4,,,-,1,,3,,1,,7,,,-,0,,2,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2016,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSISSIPPI,2016,5,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MID. ATLANTIC,2016,5,36,,236,,1263,,417,,403,,7,,5,,24,,19,,16,,,-,1,,4,,,-,2,,,
OREGON,2016,5,1,,0,,3,,1,,3,,,-,0,,2,,2,,4,,,-,0,,3,,3,,5,,"OREGON
(44.567912, -120.156945)",
NEW YORK CITY,2016,6,,-,3,,560,,11,,14,,2,,3,,17,,15,,6,,2,,0,,2,,2,,,-,NEW YORK CITY,
MAINE,2016,6,,-,15,,79,,12,,33,,,-,0,,3,,2,,,-,,-,0,,2,,,-,,-,"MAINE
(45.252223, -68.986647)",
SOUTH CAROLINA,2016,6,,-,1,,3,,3,,1,,,-,0,,1,,1,,1,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2016,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2016,6,,-,1,,8,,1,,8,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,DIST. OF COL.,
MINNESOTA,2016,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WISCONSIN,2016,6,,-,18,,141,,5,,25,,,-,0,,1,,,-,1,,,-,0,,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2016,6,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
W.S. CENTRAL,2016,6,,-,1,,6,,,-,,-,,-,2,,9,,6,,5,,,-,0,,5,,3,,5,,,
