Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
NEW YORK,2016,39,3,,2,,36,,92,,53,,11,,12,,54,,560,,504,,1,,0,,3,,7,,7,,"NEW YORK
(42.826892, -75.544286)",
NORTH DAKOTA,2016,39,,-,0,,1,,2,,1,,,-,0,,2,,12,,2,,,-,0,,1,,3,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MARYLAND,2016,39,,-,0,,10,,48,,29,,,-,0,,2,,9,,1,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2016,39,2,,3,,18,,204,,249,,,-,1,,5,,44,,32,,,-,0,,2,,9,,10,,,
E.N. CENTRAL,2016,39,,-,1,,6,,47,,68,,,-,5,,35,,300,,485,,,-,0,,3,,26,,76,,,
OREGON,2016,39,,-,0,,1,,1,,,-,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
TEXAS,2016,39,,-,0,,2,,10,,6,,,-,0,,1,,1,,3,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
NEW ENGLAND,2016,39,,-,1,,8,,39,,53,,2,,20,,94,,1079,,1110,,,-,0,,1,,5,,3,,,
SOUTH CAROLINA,2016,39,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PACIFIC,2016,39,,-,0,,1,,1,,,-,,-,0,,1,,1,,6,,,-,0,,2,,3,,2,,,
NEVADA,2016,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
W.S. CENTRAL,2016,39,1,,2,,64,,165,,181,,,-,0,,5,,9,,18,,,-,0,,1,,1,,2,,,
ILLINOIS,2016,39,,-,0,,4,,26,,28,,,-,0,,2,,7,,9,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2016,39,,-,0,,6,,22,,14,,,-,0,,2,,6,,5,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2016,39,12,,13,,107,,963,,1070,,16,,42,,187,,2157,,2905,,1,,1,,7,,86,,166,,,
NEW MEXICO,2016,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
MID. ATLANTIC,2016,39,5,,3,,37,,161,,121,,13,,14,,59,,673,,690,,1,,0,,3,,17,,22,,,
PENNSYLVANIA,2016,39,,-,0,,0,,,-,4,,,-,0,,1,,1,,21,,,-,0,,1,,1,,10,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2016,39,,-,0,,1,,2,,,-,,-,0,,1,,6,,,-,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2016,39,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2016,39,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW YORK CITY,2016,39,2,,0,,3,,16,,7,,2,,0,,6,,42,,52,,,-,0,,1,,3,,,-,NEW YORK CITY,
HAWAII,2016,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,39,,-,0,,7,,53,,57,,,-,1,,12,,70,,113,,,-,0,,2,,6,,5,,"NEW JERSEY
(40.104655, -74.386686)",
C.N.M.I.,2016,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
KANSAS,2016,39,,-,0,,5,,44,,42,,,-,0,,1,,4,,5,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2016,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2016,39,,-,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2016,39,,-,0,,2,,9,,9,,,-,0,,1,,5,,7,,,-,0,,1,,3,,2,,"ALABAMA
(32.839182, -86.631125)",
E.S. CENTRAL,2016,39,1,,1,,11,,118,,125,,1,,0,,3,,15,,15,,,-,0,,2,,9,,16,,,
NORTH CAROLINA,2016,39,,-,1,,5,,45,,65,,,-,0,,2,,11,,14,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW ENGLAND,2016,40,,-,1,,8,,40,,58,,,-,20,,94,,1102,,1131,,,-,0,,2,,6,,3,,,
DIST. OF COL.,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
OKLAHOMA,2016,40,,-,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEVADA,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2016,40,,-,0,,2,,8,,8,,,-,9,,65,,572,,628,,,-,0,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2016,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2016,40,,-,0,,7,,56,,58,,,-,1,,12,,73,,114,,,-,0,,2,,6,,5,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2016,40,,-,0,,0,,,-,4,,,-,0,,1,,1,,21,,,-,0,,1,,1,,10,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,40,,-,0,,1,,7,,15,,,-,0,,2,,6,,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WYOMING,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
MISSISSIPPI,2016,40,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2016,40,,-,0,,4,,29,,28,,,-,0,,2,,8,,9,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
PACIFIC,2016,40,,-,0,,1,,1,,,-,,-,0,,1,,1,,6,,,-,0,,2,,3,,2,,,
MARYLAND,2016,40,,-,0,,10,,48,,29,,,-,0,,2,,9,,2,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2016,40,,-,0,,1,,2,,3,,,-,2,,21,,121,,99,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
GUAM,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
E.S. CENTRAL,2016,40,,-,1,,11,,118,,126,,,-,0,,3,,15,,15,,,-,0,,2,,9,,16,,,
FLORIDA,2016,40,,-,0,,6,,22,,14,,,-,0,,2,,6,,5,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,40,,-,1,,9,,62,,91,,,-,0,,3,,13,,9,,,-,0,,2,,5,,8,,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2016,40,,-,0,,1,,2,,1,,,-,0,,2,,13,,2,,,-,0,,1,,3,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2016,40,,-,0,,2,,10,,31,,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"GEORGIA
(32.836038, -83.631709)",
MOUNTAIN,2016,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,1,,2,,3,,,
IDAHO,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW YORK CITY,2016,40,1,,0,,3,,17,,7,,,-,0,,6,,42,,52,,,-,0,,1,,3,,,-,NEW YORK CITY,
TENNESSEE,2016,40,,-,1,,10,,79,,57,,,-,0,,2,,10,,8,,,-,0,,2,,6,,11,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2016,40,,-,0,,1,,5,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2016,40,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2016,40,,-,0,,6,,22,,31,,,-,1,,18,,93,,86,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2016,40,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"LOUISIANA
(31.2931, -92.463284)",
S. ATLANTIC,2016,40,,-,2,,18,,207,,250,,,-,1,,5,,44,,34,,,-,0,,2,,9,,10,,,
W.S. CENTRAL,2016,40,1,,2,,64,,168,,185,,,-,0,,5,,10,,18,,,-,0,,1,,1,,2,,,
NEW MEXICO,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,40,2,,1,,18,,181,,224,,,-,0,,2,,13,,15,,,-,0,,1,,7,,9,,"MISSOURI
(38.636168, -92.566292)",
C.N.M.I.,2016,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
OREGON,2016,40,,-,0,,1,,1,,,-,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
MID. ATLANTIC,2016,40,2,,3,,37,,166,,124,,4,,14,,59,,680,,707,,1,,0,,3,,18,,22,,,
UNITED STATES,2016,40,5,,13,,107,,985,,1086,,4,,43,,192,,2230,,2961,,1,,1,,7,,91,,166,,,
DELAWARE,2016,40,,-,0,,3,,12,,11,,,-,0,,1,,4,,3,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2016,40,1,,2,,16,,156,,176,,,-,0,,5,,9,,15,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2016,40,1,,2,,36,,93,,55,,4,,12,,54,,564,,520,,1,,0,,3,,8,,7,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,40,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2016,40,,-,0,,0,,,-,,-,,-,0,,4,,9,,112,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2016,40,,-,0,,1,,2,,,-,,-,0,,1,,7,,,-,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
TEXAS,2016,40,,-,0,,2,,10,,6,,,-,0,,1,,1,,3,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
KANSAS,2016,40,,-,0,,5,,44,,42,,,-,0,,1,,4,,5,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2016,40,,-,0,,2,,13,,21,,,-,5,,35,,323,,477,,,-,0,,2,,19,,55,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2016,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,40,,-,0,,1,,1,,5,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,2,,3,,1,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2016,40,,-,1,,5,,48,,66,,,-,0,,2,,11,,14,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
AMER. SAMOA,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,AMER. SAMOA,
ALASKA,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
COLORADO,2016,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
W.N. CENTRAL,2016,40,2,,2,,23,,234,,274,,,-,1,,22,,39,,554,,,-,0,,2,,13,,32,,,
MINNESOTA,2016,40,,-,0,,1,,,-,3,,,-,0,,22,,,-,531,,,-,0,,0,,,-,21,,"MINNESOTA
(46.357661, -94.793397)",
INDIANA,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,11,,19,,"INDIANA
(39.76845, -86.156212)",
WEST VIRGINIA,2016,40,,-,0,,1,,5,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2016,40,,-,0,,1,,5,,11,,,-,1,,6,,38,,81,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,40,,-,0,,2,,9,,9,,,-,0,,1,,5,,7,,,-,0,,1,,3,,2,,"ALABAMA
(32.839182, -86.631125)",
E.N. CENTRAL,2016,40,,-,1,,6,,50,,69,,,-,5,,36,,339,,493,,,-,0,,3,,30,,76,,,
KENTUCKY,2016,40,,-,0,,4,,25,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2016,40,,-,0,,1,,3,,5,,,-,3,,31,,269,,125,,,-,0,,1,,4,,1,,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2016,41,,-,0,,4,,29,,28,,,-,0,,2,,8,,10,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2016,41,,-,0,,6,,22,,14,,1,,0,,2,,7,,5,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2016,41,,-,0,,6,,22,,31,,,-,1,,18,,93,,88,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2016,41,,-,0,,1,,7,,16,,,-,0,,2,,6,,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2016,41,,-,0,,2,,9,,9,,,-,0,,1,,5,,7,,,-,0,,1,,3,,2,,"ALABAMA
(32.839182, -86.631125)",
UTAH,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
E.N. CENTRAL,2016,41,,-,1,,6,,50,,70,,1,,5,,36,,352,,502,,,-,0,,3,,35,,76,,,
TENNESSEE,2016,41,1,,0,,10,,80,,57,,,-,0,,2,,10,,9,,,-,0,,2,,6,,11,,"TENNESSEE
(35.681402, -85.774444)",
W.N. CENTRAL,2016,41,,-,2,,23,,241,,275,,,-,1,,22,,39,,568,,,-,0,,2,,13,,32,,,
ARKANSAS,2016,41,4,,2,,16,,162,,177,,,-,0,,5,,9,,16,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
AMER. SAMOA,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,AMER. SAMOA,
WYOMING,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW ENGLAND,2016,41,,-,1,,8,,41,,58,,2,,19,,95,,1125,,1150,,,-,0,,2,,7,,3,,,
NEVADA,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2016,41,,-,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2016,41,,-,0,,3,,17,,7,,1,,0,,6,,43,,53,,,-,0,,1,,3,,,-,NEW YORK CITY,
IDAHO,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
VERMONT,2016,41,,-,0,,1,,3,,3,,1,,2,,21,,128,,102,,,-,0,,1,,2,,2,,"VERMONT
(43.622479, -72.51927)",
CONNECTICUT,2016,41,,-,0,,0,,,-,,-,,-,0,,3,,9,,112,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2016,41,,-,0,,10,,49,,29,,,-,0,,2,,10,,3,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
VIRGINIA,2016,41,1,,1,,9,,66,,92,,,-,0,,3,,13,,9,,,-,0,,2,,5,,8,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
DIST. OF COL.,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
ARIZONA,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,41,4,,2,,36,,97,,55,,3,,11,,54,,570,,538,,,-,0,,3,,8,,7,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,41,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
OREGON,2016,41,,-,0,,1,,2,,,-,,-,0,,0,,,-,3,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
UNITED STATES,2016,41,10,,13,,107,,1011,,1091,,8,,44,,193,,2274,,3025,,,-,2,,7,,97,,166,,,
LOUISIANA,2016,41,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VIRGIN ISL.,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NORTH CAROLINA,2016,41,,-,1,,5,,48,,66,,,-,0,,2,,11,,14,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2016,41,,-,0,,1,,1,,5,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2016,41,,-,0,,7,,57,,58,,,-,1,,12,,73,,114,,,-,0,,2,,6,,5,,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2016,41,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2016,41,,-,0,,3,,12,,11,,,-,0,,1,,4,,3,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2016,41,,-,0,,2,,8,,8,,,-,9,,66,,586,,638,,,-,0,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2016,41,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2016,41,,-,0,,2,,10,,6,,,-,0,,1,,1,,3,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
MID. ATLANTIC,2016,41,4,,3,,37,,171,,124,,4,,14,,59,,687,,726,,,-,0,,3,,18,,22,,,
WISCONSIN,2016,41,,-,0,,2,,13,,21,,1,,5,,36,,336,,485,,,-,0,,2,,19,,55,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2016,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
W.S. CENTRAL,2016,41,4,,2,,64,,174,,186,,,-,0,,5,,10,,19,,,-,0,,1,,1,,2,,,
NEBRASKA,2016,41,,-,0,,1,,5,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2016,41,,-,0,,4,,25,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
PACIFIC,2016,41,,-,0,,1,,2,,,-,,-,0,,1,,,-,6,,,-,0,,2,,3,,2,,,
MONTANA,2016,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2016,41,,-,2,,18,,186,,224,,,-,0,,2,,13,,15,,,-,0,,1,,7,,9,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,41,,-,0,,1,,2,,1,,,-,0,,2,,13,,2,,,-,0,,1,,3,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2016,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MAINE,2016,41,,-,0,,1,,3,,5,,1,,3,,31,,270,,125,,,-,0,,1,,4,,1,,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,2,,3,,1,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,41,,-,0,,0,,,-,4,,,-,0,,1,,1,,21,,,-,0,,1,,1,,10,,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,41,,-,0,,2,,10,,32,,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,41,,-,0,,1,,5,,11,,,-,1,,6,,39,,85,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,16,,19,,"INDIANA
(39.76845, -86.156212)",
IOWA,2016,41,,-,0,,1,,3,,,-,,-,0,,1,,7,,,-,,-,0,,1,,2,,,-,"IOWA
(42.46942, -93.815856)",
MOUNTAIN,2016,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,3,,,-,0,,1,,2,,3,,,
KANSAS,2016,41,,-,0,,5,,45,,43,,,-,0,,1,,4,,5,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2016,41,,-,0,,1,,5,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2016,41,,-,0,,1,,,-,3,,,-,0,,22,,,-,545,,,-,0,,0,,,-,21,,"MINNESOTA
(46.357661, -94.793397)",
E.S. CENTRAL,2016,41,1,,1,,11,,119,,126,,,-,0,,3,,15,,16,,,-,0,,2,,9,,16,,,
