 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Current week","Haemophilus influenzae invasive§, All ages, all serotypes, Current week, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016, flag",Location 1,Location 2
ARKANSAS,2017,10,2,,3,,9,,22,,24,,66,,94,,190,,579,,869,,,-,1,,4,,13,,12,,"ARKANSAS
(34.748745, -92.275105)",
AMER. SAMOA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MAINE,2017,10,,-,2,,7,,7,,19,,,-,8,,18,,77,,90,,,-,0,,3,,6,,5,,"MAINE
(45.252223, -68.986647)",
ALABAMA,2017,10,,-,4,,10,,34,,57,,,-,157,,268,,735,,1444,,,-,2,,4,,13,,19,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2017,10,,-,1,,5,,11,,14,,19,,19,,37,,261,,148,,,-,0,,3,,7,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2017,10,,-,10,,21,,69,,79,,131,,123,,253,,1382,,1028,,,-,1,,4,,15,,21,,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2017,10,,-,0,,0,,,-,,-,,-,361,,426,,20,,3512,,,-,3,,10,,32,,41,,"NORTH CAROLINA
(35.47995, -79.180571)",
MID. ATLANTIC,2017,10,,-,48,,88,,310,,468,,589,,1046,,1205,,10052,,9403,,2,,13,,22,,103,,161,,,
NEW YORK CITY,2017,10,,-,17,,27,,163,,141,,279,,398,,506,,4078,,3385,,,-,2,,7,,18,,29,,,
NEW MEXICO,2017,10,,-,1,,9,,10,,10,,13,,64,,129,,513,,597,,1,,1,,3,,12,,16,,"NEW MEXICO
(34.520396, -106.244402)",
S. ATLANTIC,2017,10,22,,49,,77,,281,,445,,589,,1758,,2420,,9062,,16751,,8,,18,,89,,214,,252,,,
MARYLAND,2017,10,3,,4,,11,,30,,42,,67,,168,,372,,1061,,1315,,,-,2,,11,,27,,26,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2017,10,,-,2,,13,,2,,88,,74,,151,,197,,1408,,1708,,,-,2,,8,,17,,33,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2017,10,,-,9,,24,,50,,79,,43,,227,,299,,1359,,2106,,,-,3,,6,,24,,45,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2017,10,,-,3,,9,,14,,33,,116,,182,,263,,1901,,1789,,,-,2,,9,,13,,23,,"INDIANA
(39.76845, -86.156212)",
KANSAS,2017,10,,-,1,,6,,11,,20,,20,,70,,90,,687,,524,,,-,1,,5,,4,,8,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2017,10,,-,1,,2,,,-,5,,2,,6,,16,,40,,33,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2017,10,,-,2,,6,,11,,20,,,-,20,,33,,121,,263,,,-,0,,2,,1,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2017,10,,N,0,,0,,,N,,N,181,,117,,215,,1106,,1166,,,-,1,,6,,14,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2017,10,,-,0,,4,,2,,13,,2,,16,,32,,78,,180,,,-,0,,4,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2017,10,,-,1,,5,,6,,13,,,-,26,,54,,,-,223,,1,,0,,2,,2,,4,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2017,10,,N,0,,0,,,N,,N,11,,339,,448,,1617,,3566,,,-,4,,12,,30,,47,,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2017,10,4,,5,,135,,66,,68,,,-,389,,475,,2317,,3740,,1,,3,,8,,41,,44,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2017,10,,-,1,,11,,9,,25,,263,,225,,1738,,3977,,1690,,,-,1,,4,,15,,19,,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2017,11,54,,284,,480,,1804,,2804,,3342,,8805,,10412,,80994,,89712,,37,,89,,165,,972,,1188,,,
WASHINGTON,2017,11,3,,7,,52,,11,,70,,143,,153,,208,,1399,,1642,,2,,0,,2,,2,,1,,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2017,11,,N,0,,0,,,N,,N,27,,106,,157,,1043,,1185,,,-,1,,8,,31,,14,,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2017,11,,-,17,,42,,91,,160,,142,,187,,457,,1954,,1661,,3,,4,,15,,34,,39,,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2017,11,4,,20,,68,,128,,173,,189,,438,,532,,4660,,4442,,2,,8,,20,,89,,116,,"PENNSYLVANIA
(40.789676, -77.858055)",
OREGON,2017,11,,-,5,,17,,21,,66,,79,,86,,129,,975,,788,,,-,2,,7,,23,,28,,"OREGON
(44.567912, -120.156945)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW MEXICO,2017,11,,-,1,,9,,13,,10,,15,,64,,130,,611,,666,,1,,1,,3,,14,,17,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,11,32,,21,,53,,223,,200,,258,,534,,905,,5560,,5293,,8,,4,,65,,58,,71,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2017,11,,-,5,,19,,31,,46,,,-,52,,776,,,-,1829,,1,,2,,13,,21,,35,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2017,11,2,,3,,13,,25,,30,,,-,7,,39,,7,,154,,,-,0,,3,,8,,10,,"IDAHO
(43.680635, -114.364237)",
INDIANA,2017,11,,-,3,,9,,14,,35,,73,,184,,263,,2103,,1970,,,-,2,,9,,13,,25,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2017,11,,N,0,,0,,,N,,N,,-,2,,7,,28,,35,,1,,0,,2,,3,,3,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2017,11,,-,3,,7,,24,,25,,202,,181,,300,,2230,,2038,,,-,3,,10,,46,,17,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW ENGLAND,2017,11,,-,21,,36,,134,,223,,4,,171,,408,,1643,,1811,,1,,5,,17,,46,,61,,,
DIST. OF COL.,2017,11,,-,0,,2,,,-,3,,,-,64,,146,,307,,616,,,-,0,,1,,1,,6,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MOUNTAIN,2017,11,3,,25,,52,,186,,221,,276,,511,,738,,5155,,5055,,2,,7,,14,,105,,116,,,
KANSAS,2017,11,,-,1,,6,,11,,20,,27,,71,,90,,783,,579,,,-,1,,5,,9,,8,,"KANSAS
(38.345528, -98.201847)",
S. ATLANTIC,2017,11,32,,49,,77,,321,,493,,554,,1762,,2418,,9935,,18404,,10,,18,,89,,239,,278,,,
W.N. CENTRAL,2017,11,1,,15,,41,,113,,169,,263,,524,,627,,5631,,5231,,,-,5,,13,,56,,60,,,
ALASKA,2017,11,,-,1,,5,,6,,15,,,-,26,,54,,,-,254,,,-,0,,2,,2,,5,,"ALASKA
(64.836661, -147.738891)",
ALABAMA,2017,11,,-,4,,10,,38,,59,,158,,162,,268,,1732,,1583,,1,,1,,4,,16,,20,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2017,11,,-,2,,6,,14,,23,,,-,20,,33,,139,,289,,,-,0,,2,,2,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
COLORADO,2017,11,,-,11,,21,,81,,87,,,-,124,,253,,1382,,1107,,,-,1,,4,,17,,23,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2017,11,,-,11,,21,,80,,118,,,-,100,,142,,1070,,967,,,-,2,,8,,29,,33,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2017,11,,N,0,,0,,,N,,N,27,,354,,469,,1854,,3965,,,-,4,,12,,35,,50,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2017,11,,-,3,,12,,9,,44,,199,,229,,1234,,3669,,1850,,,-,1,,4,,18,,20,,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2017,11,,-,54,,83,,347,,546,,,-,1250,,1591,,11973,,12701,,,-,1,,3,,10,,10,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2017,11,,-,0,,4,,2,,13,,,-,16,,32,,78,,191,,,-,0,,4,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2017,11,1,,2,,9,,25,,25,,26,,43,,78,,467,,446,,,-,1,,4,,12,,5,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2017,11,,-,1,,2,,,-,6,,1,,6,,16,,48,,35,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TEXAS,2017,11,,N,0,,0,,,N,,N,790,,834,,1218,,9599,,8872,,14,,6,,29,,51,,49,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2017,11,,-,4,,11,,30,,49,,60,,168,,383,,1159,,1520,,,-,2,,11,,28,,28,,"MARYLAND
(39.290443, -76.612333)",
OHIO,2017,11,,-,5,,135,,68,,71,,,-,393,,475,,3838,,4063,,,-,3,,8,,42,,49,,"OHIO
(40.056807, -82.405897)",
NEW YORK CITY,2017,11,10,,17,,27,,184,,156,,184,,400,,506,,4442,,3710,,,-,2,,7,,21,,30,,,
MISSISSIPPI,2017,11,,N,0,,0,,,N,,N,,-,138,,215,,1106,,1293,,,-,1,,6,,14,,12,,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2017,11,,-,9,,24,,50,,80,,44,,227,,299,,1519,,2307,,,-,3,,6,,28,,47,,"MICHIGAN
(44.66399, -84.711206)",
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,3,,1,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
CONNECTICUT,2017,11,,-,4,,11,,30,,53,,1,,50,,130,,264,,401,,,-,1,,4,,4,,14,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2017,11,,-,0,,0,,,-,,-,7,,104,,131,,1080,,959,,,-,0,,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ARIZONA,2017,11,,-,2,,7,,28,,38,,202,,197,,314,,1900,,1822,,,-,2,,5,,40,,47,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2017,11,1,,3,,9,,23,,20,,30,,41,,59,,453,,424,,,-,1,,3,,13,,6,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2017,11,,-,1,,5,,11,,15,,,-,19,,37,,261,,168,,1,,1,,3,,10,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2017,11,,-,13,,28,,,-,151,,,-,275,,371,,,-,2727,,,-,3,,9,,30,,61,,"GEORGIA
(32.836038, -83.631709)",
W.S. CENTRAL,2017,11,1,,6,,21,,34,,69,,1105,,1264,,2161,,15030,,12817,,16,,10,,31,,119,,95,,,
MISSOURI,2017,11,,-,5,,16,,36,,55,,189,,223,,286,,2511,,2295,,,-,2,,9,,30,,37,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2017,11,,N,0,,0,,,N,,N,,-,123,,227,,1180,,417,,,-,1,,4,,15,,11,,"KENTUCKY
(37.64591, -84.774043)",
PACIFIC,2017,11,3,,73,,135,,394,,707,,222,,1525,,1994,,14567,,15617,,2,,4,,10,,47,,56,,,
MID. ATLANTIC,2017,11,14,,57,,120,,405,,590,,550,,1197,,1361,,12590,,11660,,5,,16,,29,,162,,221,,,
NEW HAMPSHIRE,2017,11,,-,1,,6,,9,,20,,3,,9,,51,,108,,183,,,-,0,,2,,2,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2017,11,,-,1,,8,,7,,11,,,-,9,,207,,96,,130,,,-,0,,12,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2017,11,,-,9,,86,,47,,87,,,-,126,,148,,1225,,1392,,,-,1,,6,,4,,40,,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2017,11,,-,2,,7,,8,,21,,,-,8,,18,,77,,95,,,-,0,,3,,8,,6,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2017,11,,-,0,,3,,2,,4,,34,,32,,59,,386,,354,,,-,0,,3,,7,,4,,"DELAWARE
(39.008676, -75.574561)",
AMER. SAMOA,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
HAWAII,2017,11,,-,1,,4,,9,,10,,,-,27,,50,,220,,232,,,-,0,,3,,10,,12,,"HAWAII
(21.30992, -157.858158)",
TENNESSEE,2017,11,,N,0,,0,,,N,,N,66,,192,,309,,1886,,2127,,,-,3,,7,,31,,47,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2017,11,,-,1,,4,,4,,14,,28,,66,,102,,753,,618,,,-,1,,3,,8,,10,,"NEVADA
(39.491833, -117.070159)",
E.S. CENTRAL,2017,11,,-,4,,10,,38,,59,,224,,609,,804,,5904,,5420,,1,,7,,12,,76,,90,,,
NEW JERSEY,2017,11,,-,2,,13,,2,,101,,35,,151,,197,,1534,,1847,,,-,2,,8,,18,,36,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2017,11,1,,3,,9,,25,,25,,89,,96,,190,,719,,910,,2,,1,,4,,19,,12,,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2017,11,,-,2,,8,,12,,16,,,-,12,,26,,1,,229,,1,,0,,2,,5,,3,,"MONTANA
(47.062617, -109.430168)",
E.N. CENTRAL,2017,11,,-,26,,152,,179,,273,,144,,1263,,1488,,10539,,13697,,,-,14,,31,,122,,211,,,
NORTH CAROLINA,2017,11,,-,0,,0,,,-,,-,,-,366,,428,,32,,3859,,,-,3,,10,,38,,46,,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2017,11,,-,0,,3,,,-,5,,,-,13,,28,,69,,140,,,-,0,,2,,2,,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IOWA,2017,11,,-,3,,13,,25,,33,,14,,52,,71,,573,,472,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
TEXAS,2017,12,,N,0,,0,,,N,,N,840,,834,,1218,,10519,,9639,,1,,6,,29,,55,,54,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2017,12,2,,3,,9,,27,,28,,,-,96,,190,,719,,1023,,,-,1,,4,,19,,13,,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2017,12,115,,286,,479,,2158,,3081,,4350,,8733,,10455,,90755,,97048,,33,,89,,165,,1083,,1277,,,
NEVADA,2017,12,,-,1,,4,,7,,14,,5,,66,,103,,797,,661,,,-,1,,3,,11,,11,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2017,12,,N,0,,0,,,N,,N,24,,363,,491,,2295,,4316,,,-,4,,12,,41,,54,,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2017,12,3,,5,,135,,73,,77,,,-,393,,475,,3833,,4410,,5,,3,,8,,49,,54,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2017,12,2,,5,,16,,43,,62,,166,,224,,286,,2735,,2495,,3,,2,,9,,35,,40,,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2017,12,1,,3,,7,,28,,27,,170,,185,,300,,2400,,2206,,1,,3,,10,,51,,18,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2017,12,1,,5,,21,,41,,47,,,-,33,,776,,,-,1926,,2,,2,,13,,25,,34,,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2017,12,,-,3,,12,,9,,47,,208,,229,,791,,3433,,2043,,,-,1,,4,,18,,23,,"LOUISIANA
(31.2931, -92.463284)",
MOUNTAIN,2017,12,12,,25,,52,,208,,245,,256,,524,,739,,6179,,5464,,5,,7,,14,,120,,129,,,
FLORIDA,2017,12,13,,21,,53,,236,,225,,296,,539,,905,,6149,,5809,,6,,4,,65,,64,,74,,"FLORIDA
(28.915325, -81.922409)",
OREGON,2017,12,,-,5,,18,,36,,73,,123,,86,,129,,1098,,834,,,-,2,,7,,24,,30,,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2017,12,,-,0,,0,,,-,,-,,-,366,,430,,39,,4189,,,-,3,,10,,40,,47,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
E.S. CENTRAL,2017,12,3,,4,,10,,42,,64,,368,,612,,806,,6541,,6109,,3,,7,,12,,92,,97,,,
GEORGIA,2017,12,,-,13,,28,,,-,174,,,-,324,,421,,,-,3721,,,-,3,,10,,47,,64,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2017,12,,-,3,,9,,15,,39,,87,,189,,263,,2312,,2151,,,-,1,,9,,15,,29,,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2017,12,,-,0,,3,,,-,5,,,-,13,,28,,98,,142,,,-,0,,2,,2,,,-,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2017,12,,-,11,,21,,80,,131,,47,,102,,146,,1266,,1061,,,-,2,,8,,29,,35,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2017,12,,-,1,,6,,11,,21,,3,,9,,51,,129,,193,,,-,0,,2,,2,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
S. ATLANTIC,2017,12,18,,49,,77,,356,,544,,604,,1824,,2453,,10963,,20747,,9,,19,,89,,276,,288,,,
MARYLAND,2017,12,3,,4,,11,,38,,48,,81,,169,,389,,1333,,1654,,,-,2,,11,,29,,31,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2017,12,,-,3,,13,,28,,37,,11,,52,,74,,631,,534,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,3,,1,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MISSISSIPPI,2017,12,,N,0,,0,,,N,,N,78,,139,,217,,1240,,1431,,,-,1,,6,,14,,12,,"MISSISSIPPI
(32.738663, -89.537312)",
DELAWARE,2017,12,,-,0,,3,,2,,4,,34,,33,,59,,420,,380,,,-,0,,3,,7,,4,,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2017,12,,-,0,,0,,,-,,-,6,,104,,131,,1147,,1056,,,-,0,,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,12,7,,54,,83,,486,,611,,620,,1270,,1597,,15065,,13812,,,-,1,,3,,12,,12,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2017,12,,-,2,,6,,18,,26,,2,,20,,33,,174,,308,,,-,0,,2,,5,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2017,12,,N,0,,0,,,N,,N,19,,107,,157,,1144,,1274,,,-,1,,8,,31,,17,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2017,12,1,,3,,9,,24,,24,,30,,41,,59,,497,,467,,,-,1,,3,,14,,7,,"UTAH
(39.359772, -111.584173)",
E.N. CENTRAL,2017,12,4,,26,,152,,191,,299,,239,,1268,,1495,,11512,,14939,,5,,14,,31,,137,,228,,,
NEW ENGLAND,2017,12,2,,21,,36,,143,,241,,52,,178,,419,,1998,,1979,,,-,5,,17,,51,,67,,,
CONNECTICUT,2017,12,,-,4,,11,,34,,55,,2,,52,,130,,373,,435,,,-,1,,4,,9,,15,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2017,12,,-,1,,5,,11,,16,,23,,19,,38,,315,,175,,,-,1,,3,,12,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2017,12,1,,1,,4,,10,,10,,4,,27,,50,,248,,259,,,-,0,,3,,10,,13,,"HAWAII
(21.30992, -157.858158)",
W.S. CENTRAL,2017,12,2,,6,,21,,36,,75,,1067,,1267,,1743,,15815,,13979,,1,,10,,31,,123,,107,,,
KANSAS,2017,12,,-,1,,6,,15,,23,,4,,71,,90,,819,,630,,,-,1,,5,,9,,11,,"KANSAS
(38.345528, -98.201847)",
COLORADO,2017,12,11,,11,,21,,97,,98,,,-,125,,253,,1566,,1213,,1,,1,,4,,19,,27,,"COLORADO
(38.841772, -106.132562)",
ALASKA,2017,12,,-,1,,5,,6,,15,,,-,26,,54,,,-,278,,,-,0,,2,,2,,6,,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2017,12,38,,7,,65,,49,,74,,141,,153,,208,,1540,,1811,,1,,0,,2,,2,,1,,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2017,12,2,,20,,68,,131,,194,,222,,297,,532,,4976,,3257,,1,,8,,20,,91,,122,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2017,12,,-,17,,42,,120,,167,,174,,187,,459,,2128,,1812,,3,,4,,15,,37,,43,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2017,12,,-,2,,12,,2,,108,,58,,152,,197,,1686,,1990,,,-,2,,8,,19,,36,,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2017,12,,-,1,,2,,,-,6,,2,,6,,16,,53,,42,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,12,3,,4,,10,,42,,64,,182,,166,,268,,1949,,1726,,,-,2,,4,,19,,24,,"ALABAMA
(32.839182, -86.631125)",
W.N. CENTRAL,2017,12,5,,15,,41,,137,,192,,213,,524,,631,,6107,,5720,,4,,5,,14,,65,,67,,,
NEBRASKA,2017,12,3,,2,,9,,31,,31,,24,,43,,78,,509,,490,,1,,1,,4,,13,,6,,"NEBRASKA
(41.640503, -99.367122)",
PACIFIC,2017,12,46,,73,,133,,587,,783,,888,,1542,,2000,,17951,,16994,,1,,4,,10,,50,,62,,,
WISCONSIN,2017,12,1,,8,,86,,50,,94,,95,,127,,148,,1377,,1525,,,-,1,,6,,4,,42,,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MID. ATLANTIC,2017,12,23,,57,,120,,458,,638,,663,,1057,,1341,,13689,,11117,,5,,16,,29,,169,,232,,,
IDAHO,2017,12,,-,3,,13,,25,,33,,,-,13,,39,,180,,156,,,-,0,,3,,8,,13,,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2017,12,,N,0,,0,,,N,,N,108,,128,,275,,1466,,637,,,-,1,,6,,20,,12,,"KENTUCKY
(37.64591, -84.774043)",
AMER. SAMOA,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
TENNESSEE,2017,12,,N,0,,0,,,N,,N,,-,190,,309,,1886,,2315,,3,,3,,7,,39,,49,,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2017,12,,-,1,,9,,14,,11,,20,,65,,130,,762,,712,,,-,1,,3,,14,,19,,"NEW MEXICO
(34.520396, -106.244402)",
MICHIGAN,2017,12,,-,10,,24,,53,,89,,33,,227,,299,,1695,,2537,,,-,3,,6,,28,,49,,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2017,12,,N,0,,0,,,N,,N,,-,2,,10,,42,,39,,,-,0,,2,,3,,3,,"VERMONT
(43.622479, -72.51927)",
MAINE,2017,12,1,,2,,7,,10,,22,,,-,8,,21,,91,,108,,,-,0,,3,,8,,6,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2017,12,,-,2,,6,,29,,41,,193,,200,,314,,2150,,1962,,4,,2,,5,,49,,49,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2017,12,,-,2,,8,,12,,18,,6,,16,,26,,174,,251,,,-,0,,2,,5,,3,,"MONTANA
(47.062617, -109.430168)",
NEW YORK CITY,2017,12,21,,17,,27,,205,,169,,209,,400,,507,,4899,,4058,,1,,2,,7,,22,,31,,,
DIST. OF COL.,2017,12,,-,0,,2,,,-,3,,,-,65,,146,,307,,687,,,-,0,,1,,1,,6,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,12,,-,0,,4,,2,,13,,,-,16,,32,,92,,207,,,-,0,,4,,3,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2017,12,1,,1,,8,,8,,12,,,-,8,,216,,97,,143,,,-,0,,12,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2017,13,,-,4,,10,,42,,67,,96,,167,,268,,2061,,1914,,1,,1,,4,,20,,26,,"ALABAMA
(32.839182, -86.631125)",
IOWA,2017,13,,-,3,,13,,33,,43,,17,,52,,74,,695,,592,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
COLORADO,2017,13,7,,11,,21,,104,,103,,,-,125,,253,,1566,,1322,,3,,1,,4,,21,,27,,"COLORADO
(38.841772, -106.132562)",
ILLINOIS,2017,13,,N,0,,0,,,N,,N,20,,363,,491,,2626,,4678,,,-,4,,12,,49,,60,,"ILLINOIS
(40.477092, -88.993221)",
WISCONSIN,2017,13,3,,8,,86,,55,,101,,120,,126,,148,,1521,,1644,,,-,1,,6,,4,,46,,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2017,13,,-,1,,6,,15,,23,,32,,71,,94,,920,,690,,,-,1,,5,,9,,13,,"KANSAS
(38.345528, -98.201847)",
MAINE,2017,13,1,,2,,7,,12,,25,,,-,8,,21,,91,,118,,,-,0,,3,,8,,7,,"MAINE
(45.252223, -68.986647)",
S. ATLANTIC,2017,13,21,,49,,74,,383,,579,,874,,1826,,2453,,12470,,22389,,11,,19,,86,,293,,300,,,
E.N. CENTRAL,2017,13,13,,27,,152,,211,,321,,265,,1282,,1525,,12333,,16092,,7,,13,,34,,161,,247,,,
MISSOURI,2017,13,4,,5,,16,,49,,66,,166,,225,,286,,2961,,2689,,1,,2,,9,,36,,46,,"MISSOURI
(38.636168, -92.566292)",
