"Reporting.Area","MMWR.Year","MMWR.Week","Dengue_Cases_Count"
"LOUISIANA",2021,15,0
"OKLAHOMA",2021,15,0
"TEXAS",2021,15,0
"MOUNTAIN",2021,15,0
"ARIZONA",2021,15,0
"COLORADO",2021,15,0
"IDAHO",2021,15,0
"MONTANA",2021,15,0
"NEVADA",2021,15,0
"NEW MEXICO",2021,15,0
"UTAH",2021,15,0
"WYOMING",2021,15,0
"PACIFIC",2021,15,0
"ALASKA",2021,15,0
"CALIFORNIA",2021,15,0
"HAWAII",2021,15,0
"OREGON",2021,15,0
"WASHINGTON",2021,15,0
"US TERRITORIES",2021,15,0
"AMERICAN SAMOA",2021,15,0
"NORTHERN MARIANA ISLANDS",2021,15,0
"GUAM",2021,15,0
"PUERTO RICO",2021,15,0
"U.S. VIRGIN ISLANDS",2021,15,0
"NON-US RESIDENTS",2021,15,0
"TOTAL",2021,15,0
"US RESIDENTS",2021,16,0
"NEW ENGLAND",2021,16,0
"CONNECTICUT",2021,16,0
"MAINE",2021,16,0
"MASSACHUSETTS",2021,16,0
"NEW HAMPSHIRE",2021,16,0
"RHODE ISLAND",2021,16,0
"VERMONT",2021,16,0
"MIDDLE ATLANTIC",2021,16,0
"NEW JERSEY",2021,16,0
"NEW YORK",2021,16,0
"NEW YORK CITY",2021,16,0
"PENNSYLVANIA",2021,16,0
"EAST NORTH CENTRAL",2021,16,0
"ILLINOIS",2021,16,0
"INDIANA",2021,16,0
"MICHIGAN",2021,16,0
"OHIO",2021,16,0
"WISCONSIN",2021,16,0
"WEST NORTH CENTRAL",2021,16,0
"IOWA",2021,16,0
"KANSAS",2021,16,0
"MINNESOTA",2021,16,0
"MISSOURI",2021,16,0
"NEBRASKA",2021,16,0
"NORTH DAKOTA",2021,16,0
"SOUTH DAKOTA",2021,16,0
"SOUTH ATLANTIC",2021,16,0
"DELAWARE",2021,16,0
"DISTRICT OF COLUMBIA",2021,16,0
"FLORIDA",2021,16,0
"GEORGIA",2021,16,0
"MARYLAND",2021,16,0
"NORTH CAROLINA",2021,16,0
"SOUTH CAROLINA",2021,16,0
"VIRGINIA",2021,16,0
"WEST VIRGINIA",2021,16,0
"EAST SOUTH CENTRAL",2021,16,0
"ALABAMA",2021,16,0
"KENTUCKY",2021,16,0
"MISSISSIPPI",2021,16,0
"TENNESSEE",2021,16,0
"WEST SOUTH CENTRAL",2021,16,0
"ARKANSAS",2021,16,0
"LOUISIANA",2021,16,0
"OKLAHOMA",2021,16,0
"TEXAS",2021,16,0
"MOUNTAIN",2021,16,0
"ARIZONA",2021,16,0
"COLORADO",2021,16,0
"IDAHO",2021,16,0
"MONTANA",2021,16,0
"NEVADA",2021,16,0
"NEW MEXICO",2021,16,0
"UTAH",2021,16,0
"WYOMING",2021,16,0
"PACIFIC",2021,16,0
"ALASKA",2021,16,0
"CALIFORNIA",2021,16,0
"HAWAII",2021,16,0
"OREGON",2021,16,0
"WASHINGTON",2021,16,0
"US TERRITORIES",2021,16,0
"AMERICAN SAMOA",2021,16,0
"NORTHERN MARIANA ISLANDS",2021,16,0
"GUAM",2021,16,0
"PUERTO RICO",2021,16,0
"U.S. VIRGIN ISLANDS",2021,16,0
"NON-US RESIDENTS",2021,16,0
"TOTAL",2021,16,0
"US RESIDENTS",2021,17,0
"NEW ENGLAND",2021,17,0
"CONNECTICUT",2021,17,0
"MAINE",2021,17,0
"MASSACHUSETTS",2021,17,0
"NEW HAMPSHIRE",2021,17,0
"RHODE ISLAND",2021,17,0
"VERMONT",2021,17,0
"MIDDLE ATLANTIC",2021,17,0
"NEW JERSEY",2021,17,0
"NEW YORK",2021,17,0
"NEW YORK CITY",2021,17,0
"PENNSYLVANIA",2021,17,0
"EAST NORTH CENTRAL",2021,17,0
"ILLINOIS",2021,17,0
"INDIANA",2021,17,0
"MICHIGAN",2021,17,0
"OHIO",2021,17,0
"WISCONSIN",2021,17,0
"WEST NORTH CENTRAL",2021,17,0
"IOWA",2021,17,0
"KANSAS",2021,17,0
"MINNESOTA",2021,17,0
"MISSOURI",2021,17,0
"NEBRASKA",2021,17,0
"NORTH DAKOTA",2021,17,0
"SOUTH DAKOTA",2021,17,0
"SOUTH ATLANTIC",2021,17,0
"DELAWARE",2021,17,0
"DISTRICT OF COLUMBIA",2021,17,0
"FLORIDA",2021,17,0
"GEORGIA",2021,17,0
"MARYLAND",2021,17,0
"NORTH CAROLINA",2021,17,0
"SOUTH CAROLINA",2021,17,0
"VIRGINIA",2021,17,0
"WEST VIRGINIA",2021,17,0
"EAST SOUTH CENTRAL",2021,17,0
"ALABAMA",2021,17,0
"KENTUCKY",2021,17,0
"MISSISSIPPI",2021,17,0
"TENNESSEE",2021,17,0
"WEST SOUTH CENTRAL",2021,17,0
"ARKANSAS",2021,17,0
"LOUISIANA",2021,17,0
"OKLAHOMA",2021,17,0
"TEXAS",2021,17,0
"MOUNTAIN",2021,17,0
"ARIZONA",2021,17,0
"COLORADO",2021,17,0
"IDAHO",2021,17,0
"MONTANA",2021,17,0
"NEVADA",2021,17,0
"NEW MEXICO",2021,17,0
"UTAH",2021,17,0
"WYOMING",2021,17,0
"PACIFIC",2021,17,0
"ALASKA",2021,17,0
"CALIFORNIA",2021,17,0
"HAWAII",2021,17,0
"OREGON",2021,17,0
"WASHINGTON",2021,17,0
"US TERRITORIES",2021,17,0
"AMERICAN SAMOA",2021,17,0
"NORTHERN MARIANA ISLANDS",2021,17,0
"GUAM",2021,17,0
"PUERTO RICO",2021,17,0
"U.S. VIRGIN ISLANDS",2021,17,0
"NON-US RESIDENTS",2021,17,0
"TOTAL",2021,17,0
"US RESIDENTS",2021,18,0
"NEW ENGLAND",2021,18,0
"CONNECTICUT",2021,18,0
"MAINE",2021,18,0
"MASSACHUSETTS",2021,18,0
"NEW HAMPSHIRE",2021,18,0
"RHODE ISLAND",2021,18,0
"VERMONT",2021,18,0
"MIDDLE ATLANTIC",2021,18,0
"NEW JERSEY",2021,18,0
"NEW YORK",2021,18,0
"NEW YORK CITY",2021,18,0
"PENNSYLVANIA",2021,18,0
"EAST NORTH CENTRAL",2021,18,0
"ILLINOIS",2021,18,0
"INDIANA",2021,18,0
"MICHIGAN",2021,18,0
"OHIO",2021,18,0
"WISCONSIN",2021,18,0
"WEST NORTH CENTRAL",2021,18,0
"IOWA",2021,18,0
"KANSAS",2021,18,0
"MINNESOTA",2021,18,0
"MISSOURI",2021,18,0
"NEBRASKA",2021,18,0
"NORTH DAKOTA",2021,18,0
"SOUTH DAKOTA",2021,18,0
"SOUTH ATLANTIC",2021,18,0
"DELAWARE",2021,18,0
"DISTRICT OF COLUMBIA",2021,18,0
"FLORIDA",2021,18,0
"GEORGIA",2021,18,0
"MARYLAND",2021,18,0
"NORTH CAROLINA",2021,18,0
"SOUTH CAROLINA",2021,18,0
"VIRGINIA",2021,18,0
"WEST VIRGINIA",2021,18,0
"EAST SOUTH CENTRAL",2021,18,0
"ALABAMA",2021,18,0
"KENTUCKY",2021,18,0
"MISSISSIPPI",2021,18,0
"TENNESSEE",2021,18,0
"WEST SOUTH CENTRAL",2021,18,0
"ARKANSAS",2021,18,0
"LOUISIANA",2021,18,0
"OKLAHOMA",2021,18,0
"TEXAS",2021,18,0
"MOUNTAIN",2021,18,0
"ARIZONA",2021,18,0
"COLORADO",2021,18,0
"IDAHO",2021,18,0
"MONTANA",2021,18,0
"NEVADA",2021,18,0
"NEW MEXICO",2021,18,0
"UTAH",2021,18,0
"WYOMING",2021,18,0
"PACIFIC",2021,18,0
"ALASKA",2021,18,0
"CALIFORNIA",2021,18,0
"HAWAII",2021,18,0
"OREGON",2021,18,0
"WASHINGTON",2021,18,0
"US TERRITORIES",2021,18,0
"AMERICAN SAMOA",2021,18,0
"NORTHERN MARIANA ISLANDS",2021,18,0
"GUAM",2021,18,0
"PUERTO RICO",2021,18,0
"U.S. VIRGIN ISLANDS",2021,18,0
"NON-US RESIDENTS",2021,18,0
"TOTAL",2021,18,0
"US RESIDENTS",2021,19,0
"NEW ENGLAND",2021,19,0
"CONNECTICUT",2021,19,0
"MAINE",2021,19,0
"MASSACHUSETTS",2021,19,0
"NEW HAMPSHIRE",2021,19,0
"RHODE ISLAND",2021,19,0
"VERMONT",2021,19,0
"MIDDLE ATLANTIC",2021,19,0
"NEW JERSEY",2021,19,0
"NEW YORK",2021,19,0
"NEW YORK CITY",2021,19,0
"PENNSYLVANIA",2021,19,0
"EAST NORTH CENTRAL",2021,19,0
"ILLINOIS",2021,19,0
"INDIANA",2021,19,0
"MICHIGAN",2021,19,0
"OHIO",2021,19,0
"WISCONSIN",2021,19,0
"WEST NORTH CENTRAL",2021,19,0
"IOWA",2021,19,0
"KANSAS",2021,19,0
"MINNESOTA",2021,19,0
"MISSOURI",2021,19,0
"NEBRASKA",2021,19,0
"NORTH DAKOTA",2021,19,0
"SOUTH DAKOTA",2021,19,0
"SOUTH ATLANTIC",2021,19,0
"DELAWARE",2021,19,0
"DISTRICT OF COLUMBIA",2021,19,0
"FLORIDA",2021,19,0
"GEORGIA",2021,19,0
"MARYLAND",2021,19,0
"NORTH CAROLINA",2021,19,0
"SOUTH CAROLINA",2021,19,0
"VIRGINIA",2021,19,0
"WEST VIRGINIA",2021,19,0
"EAST SOUTH CENTRAL",2021,19,0
"ALABAMA",2021,19,0
"KENTUCKY",2021,19,0
"MISSISSIPPI",2021,19,0
"TENNESSEE",2021,19,0
"WEST SOUTH CENTRAL",2021,19,0
"ARKANSAS",2021,19,0
"LOUISIANA",2021,19,0
"OKLAHOMA",2021,19,0
"TEXAS",2021,19,0
"MOUNTAIN",2021,19,0
"ARIZONA",2021,19,0
"COLORADO",2021,19,0
"IDAHO",2021,19,0
"MONTANA",2021,19,0
"NEVADA",2021,19,0
"NEW MEXICO",2021,19,0
"UTAH",2021,19,0
"WYOMING",2021,19,0
"PACIFIC",2021,19,0
"ALASKA",2021,19,0
"CALIFORNIA",2021,19,0
"HAWAII",2021,19,0
"OREGON",2021,19,0
"WASHINGTON",2021,19,0
"US TERRITORIES",2021,19,0
"AMERICAN SAMOA",2021,19,0
"NORTHERN MARIANA ISLANDS",2021,19,0
"GUAM",2021,19,0
"PUERTO RICO",2021,19,0
"U.S. VIRGIN ISLANDS",2021,19,0
"NON-US RESIDENTS",2021,19,0
"TOTAL",2021,19,0
"US RESIDENTS",2021,20,0
"NEW ENGLAND",2021,20,0
"CONNECTICUT",2021,20,0
"MAINE",2021,20,0
"MASSACHUSETTS",2021,20,0
"NEW HAMPSHIRE",2021,20,0
"RHODE ISLAND",2021,20,0
"VERMONT",2021,20,0
"MIDDLE ATLANTIC",2021,20,0
"NEW JERSEY",2021,20,0
"NEW YORK",2021,20,0
"NEW YORK CITY",2021,20,0
"PENNSYLVANIA",2021,20,0
"EAST NORTH CENTRAL",2021,20,0
"ILLINOIS",2021,20,0
"INDIANA",2021,20,0
"MICHIGAN",2021,20,0
"OHIO",2021,20,0
"WISCONSIN",2021,20,0
"WEST NORTH CENTRAL",2021,20,0
"IOWA",2021,20,0
"KANSAS",2021,20,0
"MINNESOTA",2021,20,0
"MISSOURI",2021,20,0
"NEBRASKA",2021,20,0
"NORTH DAKOTA",2021,20,0
"SOUTH DAKOTA",2021,20,0
"SOUTH ATLANTIC",2021,20,0
"DELAWARE",2021,20,0
"DISTRICT OF COLUMBIA",2021,20,0
"FLORIDA",2021,20,0
"GEORGIA",2021,20,0
"MARYLAND",2021,20,0
"NORTH CAROLINA",2021,20,0
"SOUTH CAROLINA",2021,20,0
"VIRGINIA",2021,20,0
"WEST VIRGINIA",2021,20,0
"EAST SOUTH CENTRAL",2021,20,0
"ALABAMA",2021,20,0
"KENTUCKY",2021,20,0
"MISSISSIPPI",2021,20,0
"TENNESSEE",2021,20,0
"WEST SOUTH CENTRAL",2021,20,0
"ARKANSAS",2021,20,0
"LOUISIANA",2021,20,0
"OKLAHOMA",2021,20,0
"TEXAS",2021,20,0
"MOUNTAIN",2021,20,0
"ARIZONA",2021,20,0
"COLORADO",2021,20,0
"IDAHO",2021,20,0
"MONTANA",2021,20,0
"NEVADA",2021,20,0
"NEW MEXICO",2021,20,0
"UTAH",2021,20,0
"WYOMING",2021,20,0
"PACIFIC",2021,20,0
"ALASKA",2021,20,0
"CALIFORNIA",2021,20,0
"HAWAII",2021,20,0
"OREGON",2021,20,0
"WASHINGTON",2021,20,0
"US TERRITORIES",2021,20,0
"AMERICAN SAMOA",2021,20,0
"NORTHERN MARIANA ISLANDS",2021,20,0
"GUAM",2021,20,0
"PUERTO RICO",2021,20,0
"U.S. VIRGIN ISLANDS",2021,20,0
"NON-US RESIDENTS",2021,20,0
"TOTAL",2021,20,0
"US RESIDENTS",2021,21,0
"NEW ENGLAND",2021,21,0
"CONNECTICUT",2021,21,0
"MAINE",2021,21,0
"MASSACHUSETTS",2021,21,0
"NEW HAMPSHIRE",2021,21,0
"RHODE ISLAND",2021,21,0
"VERMONT",2021,21,0
"MIDDLE ATLANTIC",2021,21,0
"NEW JERSEY",2021,21,0
"NEW YORK",2021,21,0
"NEW YORK CITY",2021,21,0
"PENNSYLVANIA",2021,21,0
"EAST NORTH CENTRAL",2021,21,0
"ILLINOIS",2021,21,0
"INDIANA",2021,21,0
"MICHIGAN",2021,21,0
"OHIO",2021,21,0
"WISCONSIN",2021,21,0
"WEST NORTH CENTRAL",2021,21,0
"IOWA",2021,21,0
"KANSAS",2021,21,0
"MINNESOTA",2021,21,0
"MISSOURI",2021,21,0
"NEBRASKA",2021,21,0
"NORTH DAKOTA",2021,21,0
"SOUTH DAKOTA",2021,21,0
"SOUTH ATLANTIC",2021,21,0
"DELAWARE",2021,21,0
"DISTRICT OF COLUMBIA",2021,21,0
"FLORIDA",2021,21,0
"GEORGIA",2021,21,0
"MARYLAND",2021,21,0
"NORTH CAROLINA",2021,21,0
"SOUTH CAROLINA",2021,21,0
"VIRGINIA",2021,21,0
"WEST VIRGINIA",2021,21,0
"EAST SOUTH CENTRAL",2021,21,0
"ALABAMA",2021,21,0
"KENTUCKY",2021,21,0
"MISSISSIPPI",2021,21,0
"TENNESSEE",2021,21,0
"WEST SOUTH CENTRAL",2021,21,0
"ARKANSAS",2021,21,0
"LOUISIANA",2021,21,0
"OKLAHOMA",2021,21,0
"TEXAS",2021,21,0
"MOUNTAIN",2021,21,0
"ARIZONA",2021,21,0
"COLORADO",2021,21,0
"IDAHO",2021,21,0
"MONTANA",2021,21,0
"NEVADA",2021,21,0
"NEW MEXICO",2021,21,0
"UTAH",2021,21,0
"WYOMING",2021,21,0
"PACIFIC",2021,21,0
"ALASKA",2021,21,0
"CALIFORNIA",2021,21,0
"HAWAII",2021,21,0
"OREGON",2021,21,0
"WASHINGTON",2021,21,0
"US TERRITORIES",2021,21,0
"AMERICAN SAMOA",2021,21,0
"NORTHERN MARIANA ISLANDS",2021,21,0
"GUAM",2021,21,0
"PUERTO RICO",2021,21,0
"U.S. VIRGIN ISLANDS",2021,21,0
"NON-US RESIDENTS",2021,21,0
"TOTAL",2021,21,0
"US RESIDENTS",2021,22,0
"NEW ENGLAND",2021,22,0
"CONNECTICUT",2021,22,0
"MAINE",2021,22,0
"MASSACHUSETTS",2021,22,0
"NEW HAMPSHIRE",2021,22,0
"RHODE ISLAND",2021,22,0
"VERMONT",2021,22,0
"MIDDLE ATLANTIC",2021,22,0
"NEW JERSEY",2021,22,0
"NEW YORK",2021,22,0
"NEW YORK CITY",2021,22,0
"PENNSYLVANIA",2021,22,0
"EAST NORTH CENTRAL",2021,22,0
"ILLINOIS",2021,22,0
"INDIANA",2021,22,0
"MICHIGAN",2021,22,0
"OHIO",2021,22,0
"WISCONSIN",2021,22,0
"WEST NORTH CENTRAL",2021,22,0
"IOWA",2021,22,0
"KANSAS",2021,22,0
"MINNESOTA",2021,22,0
"MISSOURI",2021,22,0
"NEBRASKA",2021,22,0
"NORTH DAKOTA",2021,22,0
"SOUTH DAKOTA",2021,22,0
"SOUTH ATLANTIC",2021,22,0
"DELAWARE",2021,22,0
"DISTRICT OF COLUMBIA",2021,22,0
"FLORIDA",2021,22,0
"GEORGIA",2021,22,0
"MARYLAND",2021,22,0
"NORTH CAROLINA",2021,22,0
"SOUTH CAROLINA",2021,22,0
"VIRGINIA",2021,22,0
"WEST VIRGINIA",2021,22,0
"EAST SOUTH CENTRAL",2021,22,0
"ALABAMA",2021,22,0
"KENTUCKY",2021,22,0
"MISSISSIPPI",2021,22,0
"TENNESSEE",2021,22,0
"WEST SOUTH CENTRAL",2021,22,0
"ARKANSAS",2021,22,0
"LOUISIANA",2021,22,0
"OKLAHOMA",2021,22,0
"TEXAS",2021,22,0
"MOUNTAIN",2021,22,0
"ARIZONA",2021,22,0
"COLORADO",2021,22,0
"IDAHO",2021,22,0
"MONTANA",2021,22,0
"NEVADA",2021,22,0
"NEW MEXICO",2021,22,0
"UTAH",2021,22,0
"WYOMING",2021,22,0
"PACIFIC",2021,22,0
"ALASKA",2021,22,0
"CALIFORNIA",2021,22,0
"HAWAII",2021,22,0
"OREGON",2021,22,0
"WASHINGTON",2021,22,0
"US TERRITORIES",2021,22,0
"AMERICAN SAMOA",2021,22,0
"NORTHERN MARIANA ISLANDS",2021,22,0
"GUAM",2021,22,0
"PUERTO RICO",2021,22,0
"U.S. VIRGIN ISLANDS",2021,22,0
"NON-US RESIDENTS",2021,22,0
"TOTAL",2021,22,0
"US RESIDENTS",2021,23,0
"NEW ENGLAND",2021,23,0
"CONNECTICUT",2021,23,0
"MAINE",2021,23,0
"MASSACHUSETTS",2021,23,0
"NEW HAMPSHIRE",2021,23,0
"RHODE ISLAND",2021,23,0
"VERMONT",2021,23,0
"MIDDLE ATLANTIC",2021,23,0
"NEW JERSEY",2021,23,0
"NEW YORK",2021,23,0
"NEW YORK CITY",2021,23,0
"PENNSYLVANIA",2021,23,0
"EAST NORTH CENTRAL",2021,23,0
"ILLINOIS",2021,23,0
"INDIANA",2021,23,0
"MICHIGAN",2021,23,0
"OHIO",2021,23,0
"WISCONSIN",2021,23,0
"WEST NORTH CENTRAL",2021,23,0
"IOWA",2021,23,0
"KANSAS",2021,23,0
"MINNESOTA",2021,23,0
"MISSOURI",2021,23,0
"NEBRASKA",2021,23,0
"NORTH DAKOTA",2021,23,0
"SOUTH DAKOTA",2021,23,0
"SOUTH ATLANTIC",2021,23,0
"DELAWARE",2021,23,0
"DISTRICT OF COLUMBIA",2021,23,0
"FLORIDA",2021,23,0
"GEORGIA",2021,23,0
"MARYLAND",2021,23,0
"NORTH CAROLINA",2021,23,0
"SOUTH CAROLINA",2021,23,0
"VIRGINIA",2021,23,0
"WEST VIRGINIA",2021,23,0
"EAST SOUTH CENTRAL",2021,23,0
"ALABAMA",2021,23,0
"KENTUCKY",2021,23,0
"MISSISSIPPI",2021,23,0
"TENNESSEE",2021,23,0
"WEST SOUTH CENTRAL",2021,23,0
"ARKANSAS",2021,23,0
"LOUISIANA",2021,23,0
"OKLAHOMA",2021,23,0
"TEXAS",2021,23,0
"MOUNTAIN",2021,23,0
"ARIZONA",2021,23,0
"COLORADO",2021,23,0
"IDAHO",2021,23,0
"MONTANA",2021,23,0
"NEVADA",2021,23,0
"NEW MEXICO",2021,23,0
"UTAH",2021,23,0
"WYOMING",2021,23,0
"PACIFIC",2021,23,0
"ALASKA",2021,23,0
"CALIFORNIA",2021,23,0
"HAWAII",2021,23,0
"OREGON",2021,23,0
"WASHINGTON",2021,23,0
"US TERRITORIES",2021,23,0
"AMERICAN SAMOA",2021,23,0
"NORTHERN MARIANA ISLANDS",2021,23,0
"GUAM",2021,23,0
"PUERTO RICO",2021,23,0
"U.S. VIRGIN ISLANDS",2021,23,0
"NON-US RESIDENTS",2021,23,0
"TOTAL",2021,23,0
"US RESIDENTS",2021,24,0
"NEW ENGLAND",2021,24,0
"CONNECTICUT",2021,24,0
"MAINE",2021,24,0
"MASSACHUSETTS",2021,24,0
"NEW HAMPSHIRE",2021,24,0
"RHODE ISLAND",2021,24,0
"VERMONT",2021,24,0
"MIDDLE ATLANTIC",2021,24,0
"NEW JERSEY",2021,24,0
"NEW YORK",2021,24,0
"NEW YORK CITY",2021,24,0
"PENNSYLVANIA",2021,24,0
"EAST NORTH CENTRAL",2021,24,0
"ILLINOIS",2021,24,0
"INDIANA",2021,24,0
"MICHIGAN",2021,24,0
"OHIO",2021,24,0
"WISCONSIN",2021,24,0
"WEST NORTH CENTRAL",2021,24,0
"IOWA",2021,24,0
"KANSAS",2021,24,0
"MINNESOTA",2021,24,0
"MISSOURI",2021,24,0
"NEBRASKA",2021,24,0
"NORTH DAKOTA",2021,24,0
"SOUTH DAKOTA",2021,24,0
"SOUTH ATLANTIC",2021,24,0
"DELAWARE",2021,24,0
"DISTRICT OF COLUMBIA",2021,24,0
"FLORIDA",2021,24,0
"GEORGIA",2021,24,0
"MARYLAND",2021,24,0
"NORTH CAROLINA",2021,24,0
"SOUTH CAROLINA",2021,24,0
"VIRGINIA",2021,24,0
"WEST VIRGINIA",2021,24,0
"EAST SOUTH CENTRAL",2021,24,0
"ALABAMA",2021,24,0
"KENTUCKY",2021,24,0
"MISSISSIPPI",2021,24,0
"TENNESSEE",2021,24,0
"WEST SOUTH CENTRAL",2021,24,0
"ARKANSAS",2021,24,0
"LOUISIANA",2021,24,0
"OKLAHOMA",2021,24,0
"TEXAS",2021,24,0
"MOUNTAIN",2021,24,0
"ARIZONA",2021,24,0
"COLORADO",2021,24,0
"IDAHO",2021,24,0
"MONTANA",2021,24,0
"NEVADA",2021,24,0
"NEW MEXICO",2021,24,0
"UTAH",2021,24,0
"WYOMING",2021,24,0
"PACIFIC",2021,24,0
"ALASKA",2021,24,0
"CALIFORNIA",2021,24,0
"HAWAII",2021,24,0
"OREGON",2021,24,0
"WASHINGTON",2021,24,0
"US TERRITORIES",2021,24,0
"AMERICAN SAMOA",2021,24,0
"NORTHERN MARIANA ISLANDS",2021,24,0
"GUAM",2021,24,0
"PUERTO RICO",2021,24,0
"U.S. VIRGIN ISLANDS",2021,24,0
"NON-US RESIDENTS",2021,24,0
"TOTAL",2021,24,0
"US RESIDENTS",2021,25,0
"NEW ENGLAND",2021,25,0
"CONNECTICUT",2021,25,0
"MAINE",2021,25,0
"MASSACHUSETTS",2021,25,0
"NEW HAMPSHIRE",2021,25,0
"RHODE ISLAND",2021,25,0
"VERMONT",2021,25,0
"MIDDLE ATLANTIC",2021,25,0
"NEW JERSEY",2021,25,0
"NEW YORK",2021,25,0
"NEW YORK CITY",2021,25,0
"PENNSYLVANIA",2021,25,0
"EAST NORTH CENTRAL",2021,25,0
"ILLINOIS",2021,25,0
"INDIANA",2021,25,0
"MICHIGAN",2021,25,0
"OHIO",2021,25,0
"WISCONSIN",2021,25,0
"WEST NORTH CENTRAL",2021,25,0
"IOWA",2021,25,0
"KANSAS",2021,25,0
"MINNESOTA",2021,25,0
"MISSOURI",2021,25,0
"NEBRASKA",2021,25,0
"NORTH DAKOTA",2021,25,0
"SOUTH DAKOTA",2021,25,0
"SOUTH ATLANTIC",2021,25,0
"DELAWARE",2021,25,0
"DISTRICT OF COLUMBIA",2021,25,0
"FLORIDA",2021,25,0
"GEORGIA",2021,25,0
"MARYLAND",2021,25,0
"NORTH CAROLINA",2021,25,0
"SOUTH CAROLINA",2021,25,0
"VIRGINIA",2021,25,0
"WEST VIRGINIA",2021,25,0
"EAST SOUTH CENTRAL",2021,25,0
"ALABAMA",2021,25,0
"KENTUCKY",2021,25,0
"MISSISSIPPI",2021,25,0
"TENNESSEE",2021,25,0
"WEST SOUTH CENTRAL",2021,25,0
"ARKANSAS",2021,25,0
"LOUISIANA",2021,25,0
"OKLAHOMA",2021,25,0
"TEXAS",2021,25,0
"MOUNTAIN",2021,25,0
"ARIZONA",2021,25,0
"COLORADO",2021,25,0
"IDAHO",2021,25,0
"MONTANA",2021,25,0
"NEVADA",2021,25,0
"NEW MEXICO",2021,25,0
"UTAH",2021,25,0
"WYOMING",2021,25,0
"PACIFIC",2021,25,0
"ALASKA",2021,25,0
"CALIFORNIA",2021,25,0
"HAWAII",2021,25,0
"OREGON",2021,25,0
"WASHINGTON",2021,25,0
"US TERRITORIES",2021,25,0
"AMERICAN SAMOA",2021,25,0
"NORTHERN MARIANA ISLANDS",2021,25,0
"GUAM",2021,25,0
"PUERTO RICO",2021,25,0
"U.S. VIRGIN ISLANDS",2021,25,0
"NON-US RESIDENTS",2021,25,0
"TOTAL",2021,25,0
"US RESIDENTS",2021,26,0
"NEW ENGLAND",2021,26,0
"CONNECTICUT",2021,26,0
"MAINE",2021,26,0
"MASSACHUSETTS",2021,26,0
"NEW HAMPSHIRE",2021,26,0
"RHODE ISLAND",2021,26,0
"VERMONT",2021,26,0
"MIDDLE ATLANTIC",2021,26,0
"NEW JERSEY",2021,26,0
"NEW YORK",2021,26,0
"NEW YORK CITY",2021,26,0
"PENNSYLVANIA",2021,26,0
"EAST NORTH CENTRAL",2021,26,0
"ILLINOIS",2021,26,0
"INDIANA",2021,26,0
"MICHIGAN",2021,26,0
"OHIO",2021,26,0
"WISCONSIN",2021,26,0
"WEST NORTH CENTRAL",2021,26,0
"IOWA",2021,26,0
"KANSAS",2021,26,0
"MINNESOTA",2021,26,0
"MISSOURI",2021,26,0
"NEBRASKA",2021,26,0
"NORTH DAKOTA",2021,26,0
"SOUTH DAKOTA",2021,26,0
"SOUTH ATLANTIC",2021,26,0
"DELAWARE",2021,26,0
"DISTRICT OF COLUMBIA",2021,26,0
"FLORIDA",2021,26,0
"GEORGIA",2021,26,0
"MARYLAND",2021,26,0
"NORTH CAROLINA",2021,26,0
"SOUTH CAROLINA",2021,26,0
"VIRGINIA",2021,26,0
"WEST VIRGINIA",2021,26,0
"EAST SOUTH CENTRAL",2021,26,0
"ALABAMA",2021,26,0
"KENTUCKY",2021,26,0
"MISSISSIPPI",2021,26,0
"TENNESSEE",2021,26,0
"WEST SOUTH CENTRAL",2021,26,0
"ARKANSAS",2021,26,0
"LOUISIANA",2021,26,0
"OKLAHOMA",2021,26,0
"TEXAS",2021,26,0
"MOUNTAIN",2021,26,0
"ARIZONA",2021,26,0
"COLORADO",2021,26,0
"IDAHO",2021,26,0
"MONTANA",2021,26,0
"NEVADA",2021,26,0
"NEW MEXICO",2021,26,0
"UTAH",2021,26,0
"WYOMING",2021,26,0
"PACIFIC",2021,26,0
"ALASKA",2021,26,0
"CALIFORNIA",2021,26,0
"HAWAII",2021,26,0
"OREGON",2021,26,0
"WASHINGTON",2021,26,0
"US TERRITORIES",2021,26,0
"AMERICAN SAMOA",2021,26,0
"NORTHERN MARIANA ISLANDS",2021,26,0
"GUAM",2021,26,0
"PUERTO RICO",2021,26,0
"U.S. VIRGIN ISLANDS",2021,26,0
"NON-US RESIDENTS",2021,26,0
"TOTAL",2021,26,0
"US RESIDENTS",2021,27,0
"NEW ENGLAND",2021,27,0
"CONNECTICUT",2021,27,0
"MAINE",2021,27,0
"MASSACHUSETTS",2021,27,0
"NEW HAMPSHIRE",2021,27,0
"RHODE ISLAND",2021,27,0
"VERMONT",2021,27,0
"MIDDLE ATLANTIC",2021,27,0
"NEW JERSEY",2021,27,0
"NEW YORK",2021,27,0
"NEW YORK CITY",2021,27,0
"PENNSYLVANIA",2021,27,0
"EAST NORTH CENTRAL",2021,27,0
"ILLINOIS",2021,27,0
"INDIANA",2021,27,0
"MICHIGAN",2021,27,0
"OHIO",2021,27,0
"WISCONSIN",2021,27,0
"WEST NORTH CENTRAL",2021,27,0
"IOWA",2021,27,0
"KANSAS",2021,27,0
"MINNESOTA",2021,27,0
"MISSOURI",2021,27,0
"NEBRASKA",2021,27,0
"NORTH DAKOTA",2021,27,0
"SOUTH DAKOTA",2021,27,0
"SOUTH ATLANTIC",2021,27,0
"DELAWARE",2021,27,0
