Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017, flag",Location 1,Location 2
CONNECTICUT,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
MICHIGAN,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2018,4,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
AMER. SAMOA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
OKLAHOMA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
S. ATLANTIC,2018,4,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,,
SOUTH CAROLINA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2018,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MOUNTAIN,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
DELAWARE,2018,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
W.N. CENTRAL,2018,4,,-,0,,3,,,-,1,,,-,0,,4,,,-,,-,,
NEW HAMPSHIRE,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2018,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
DIST. OF COL.,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
INDIANA,2018,4,,-,0,,0,,,-,,-,,-,0,,6,,,-,,-,"INDIANA
(39.76845, -86.156212)",
C.N.M.I.,2018,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TEXAS,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
HAWAII,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
COLORADO,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ILLINOIS,2018,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GUAM,2018,4,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
IOWA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
PACIFIC,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
NEW YORK CITY,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,
NEW YORK,2018,4,,-,0,,0,,,-,,-,,-,0,,4,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2018,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2018,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2018,4,,-,0,,1,,,-,,-,,-,1,,5,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2018,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2018,4,,-,0,,3,,,-,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEBRASKA,2018,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2018,4,,-,0,,4,,,-,1,,,-,3,,17,,3,,1,,,
VIRGIN ISL.,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MID. ATLANTIC,2018,4,,-,0,,1,,,-,,-,,-,0,,5,,1,,1,,,
GEORGIA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ARIZONA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
E.N. CENTRAL,2018,4,,-,0,,1,,,-,,-,,-,1,,11,,,-,,-,,
WASHINGTON,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2018,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
RHODE ISLAND,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2018,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2018,5,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
C.N.M.I.,2018,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
CONNECTICUT,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK CITY,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,
MARYLAND,2018,5,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
FLORIDA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
KANSAS,2018,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MAINE,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEVADA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2018,5,,-,0,,4,,,-,1,,,-,3,,17,,3,,1,,,
OHIO,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
GEORGIA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW ENGLAND,2018,5,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,
ARIZONA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2018,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
AMER. SAMOA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEW YORK,2018,5,,-,0,,0,,,-,,-,,-,0,,4,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
ALASKA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2018,5,,-,0,,1,,,-,,-,,-,1,,5,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2018,5,,-,0,,3,,,-,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
W.N. CENTRAL,2018,5,,-,0,,3,,,-,1,,,-,0,,4,,,-,,-,,
LOUISIANA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
S. ATLANTIC,2018,5,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,,
NEBRASKA,2018,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGIN ISL.,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2018,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OKLAHOMA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
MINNESOTA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MOUNTAIN,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2018,5,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
INDIANA,2018,5,,-,0,,0,,,-,,-,,-,0,,6,,,-,,-,"INDIANA
(39.76845, -86.156212)",
COLORADO,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
W.S. CENTRAL,2018,5,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2018,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2018,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2018,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
GUAM,2018,5,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2018,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
PENNSYLVANIA,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2018,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MID. ATLANTIC,2018,5,,-,0,,1,,,-,,-,,-,0,,5,,1,,1,,,
HAWAII,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW ENGLAND,2018,6,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,
UNITED STATES,2018,6,,-,0,,4,,,-,1,,,-,3,,17,,3,,2,,,
IOWA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2018,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
COLORADO,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
SOUTH CAROLINA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MID. ATLANTIC,2018,6,,-,0,,1,,,-,,-,,-,0,,5,,1,,1,,,
W.S. CENTRAL,2018,6,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
OKLAHOMA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2018,6,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,
IDAHO,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2018,6,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2018,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MOUNTAIN,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ALASKA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2018,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2018,6,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2018,6,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
LOUISIANA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
AMER. SAMOA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MISSOURI,2018,6,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
E.N. CENTRAL,2018,6,,-,0,,1,,,-,,-,,-,1,,11,,,-,,-,,
ARIZONA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2018,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
W.N. CENTRAL,2018,6,,-,0,,3,,,-,1,,,-,0,,4,,,-,1,,,
MARYLAND,2018,6,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
VIRGINIA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VERMONT,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
NEVADA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW YORK,2018,6,,-,0,,0,,,-,,-,,-,0,,4,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
MAINE,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2018,6,,-,0,,1,,,-,,-,,-,1,,5,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
HAWAII,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
VIRGIN ISL.,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALABAMA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
C.N.M.I.,2018,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WYOMING,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2018,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
INDIANA,2018,6,,-,0,,0,,,-,,-,,-,0,,6,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
ARKANSAS,2018,6,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2018,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
DIST. OF COL.,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
S. ATLANTIC,2018,6,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,,
NORTH CAROLINA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK CITY,2018,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,
ALABAMA,2018,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2018,7,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2018,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2018,7,,-,0,,1,,,-,,-,,-,1,,11,,,-,,-,,
NORTH DAKOTA,2018,7,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2018,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2018,7,,-,0,,3,,,-,1,,,-,0,,3,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2018,7,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
S. ATLANTIC,2018,7,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,,
IOWA,2018,7,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
MAINE,2018,7,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
MARYLAND,2018,7,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
