"Reporting.Area","MMWR.Year","MMWR.Week","Cryptosporidiosis_Cases_Count"
"MARYLAND",2021,29,3
"NORTH CAROLINA",2021,29,0
"SOUTH CAROLINA",2021,29,4
"VIRGINIA",2021,29,6
"WEST VIRGINIA",2021,29,0
"EAST SOUTH CENTRAL",2021,29,1
"ALABAMA",2021,29,1
"KENTUCKY",2021,29,0
"MISSISSIPPI",2021,29,0
"TENNESSEE",2021,29,0
"WEST SOUTH CENTRAL",2021,29,7
"ARKANSAS",2021,29,3
"LOUISIANA",2021,29,0
"OKLAHOMA",2021,29,2
"TEXAS",2021,29,2
"MOUNTAIN",2021,29,14
"ARIZONA",2021,29,4
"COLORADO",2021,29,7
"IDAHO",2021,29,0
"MONTANA",2021,29,1
"NEVADA",2021,29,0
"NEW MEXICO",2021,29,0
"UTAH",2021,29,2
"WYOMING",2021,29,0
"PACIFIC",2021,29,7
"ALASKA",2021,29,0
"CALIFORNIA",2021,29,3
"HAWAII",2021,29,0
"OREGON",2021,29,2
"WASHINGTON",2021,29,2
"US TERRITORIES",2021,29,0
"AMERICAN SAMOA",2021,29,0
"NORTHERN MARIANA ISLANDS",2021,29,0
"GUAM",2021,29,0
"PUERTO RICO",2021,29,0
"U.S. VIRGIN ISLANDS",2021,29,0
"NON-US RESIDENTS",2021,29,0
"TOTAL",2021,29,92
"US RESIDENTS",2021,30,93
"NEW ENGLAND",2021,30,4
"CONNECTICUT",2021,30,0
"MAINE",2021,30,1
"MASSACHUSETTS",2021,30,2
"NEW HAMPSHIRE",2021,30,0
"RHODE ISLAND",2021,30,1
"VERMONT",2021,30,0
"MIDDLE ATLANTIC",2021,30,32
"NEW JERSEY",2021,30,0
"NEW YORK",2021,30,23
"NEW YORK CITY",2021,30,0
"PENNSYLVANIA",2021,30,9
"EAST NORTH CENTRAL",2021,30,14
"ILLINOIS",2021,30,0
"INDIANA",2021,30,0
"MICHIGAN",2021,30,0
"OHIO",2021,30,0
"WISCONSIN",2021,30,14
"WEST NORTH CENTRAL",2021,30,6
"IOWA",2021,30,5
"KANSAS",2021,30,0
"MINNESOTA",2021,30,0
"MISSOURI",2021,30,0
"NEBRASKA",2021,30,1
"NORTH DAKOTA",2021,30,0
"SOUTH DAKOTA",2021,30,0
"SOUTH ATLANTIC",2021,30,14
"DELAWARE",2021,30,1
"DISTRICT OF COLUMBIA",2021,30,0
"FLORIDA",2021,30,1
"GEORGIA",2021,30,6
"MARYLAND",2021,30,1
"NORTH CAROLINA",2021,30,0
"SOUTH CAROLINA",2021,30,3
"VIRGINIA",2021,30,2
"WEST VIRGINIA",2021,30,0
"EAST SOUTH CENTRAL",2021,30,0
"ALABAMA",2021,30,0
"KENTUCKY",2021,30,0
"MISSISSIPPI",2021,30,0
"TENNESSEE",2021,30,0
"WEST SOUTH CENTRAL",2021,30,9
"ARKANSAS",2021,30,0
"LOUISIANA",2021,30,0
"OKLAHOMA",2021,30,4
"TEXAS",2021,30,5
"MOUNTAIN",2021,30,7
"ARIZONA",2021,30,2
"COLORADO",2021,30,4
"IDAHO",2021,30,0
"MONTANA",2021,30,0
"NEVADA",2021,30,0
"NEW MEXICO",2021,30,0
"UTAH",2021,30,1
"WYOMING",2021,30,0
"PACIFIC",2021,30,7
"ALASKA",2021,30,0
"CALIFORNIA",2021,30,3
"HAWAII",2021,30,0
"OREGON",2021,30,2
"WASHINGTON",2021,30,2
"US TERRITORIES",2021,30,0
"AMERICAN SAMOA",2021,30,0
"NORTHERN MARIANA ISLANDS",2021,30,0
"GUAM",2021,30,0
"PUERTO RICO",2021,30,0
"U.S. VIRGIN ISLANDS",2021,30,0
"NON-US RESIDENTS",2021,30,0
"TOTAL",2021,30,93
"US RESIDENTS",2021,31,94
"NEW ENGLAND",2021,31,10
"CONNECTICUT",2021,31,0
"MAINE",2021,31,6
"MASSACHUSETTS",2021,31,3
"NEW HAMPSHIRE",2021,31,0
"RHODE ISLAND",2021,31,1
"VERMONT",2021,31,0
"MIDDLE ATLANTIC",2021,31,33
"NEW JERSEY",2021,31,0
"NEW YORK",2021,31,25
"NEW YORK CITY",2021,31,1
"PENNSYLVANIA",2021,31,7
"EAST NORTH CENTRAL",2021,31,14
"ILLINOIS",2021,31,1
"INDIANA",2021,31,0
"MICHIGAN",2021,31,0
"OHIO",2021,31,0
"WISCONSIN",2021,31,13
"WEST NORTH CENTRAL",2021,31,4
"IOWA",2021,31,0
"KANSAS",2021,31,2
"MINNESOTA",2021,31,0
"MISSOURI",2021,31,0
"NEBRASKA",2021,31,2
"NORTH DAKOTA",2021,31,0
"SOUTH DAKOTA",2021,31,0
"SOUTH ATLANTIC",2021,31,14
"DELAWARE",2021,31,0
"DISTRICT OF COLUMBIA",2021,31,0
"FLORIDA",2021,31,0
"GEORGIA",2021,31,7
"MARYLAND",2021,31,2
"NORTH CAROLINA",2021,31,0
"SOUTH CAROLINA",2021,31,1
"VIRGINIA",2021,31,4
"WEST VIRGINIA",2021,31,0
"EAST SOUTH CENTRAL",2021,31,4
"ALABAMA",2021,31,1
"KENTUCKY",2021,31,3
"MISSISSIPPI",2021,31,0
"TENNESSEE",2021,31,0
"WEST SOUTH CENTRAL",2021,31,3
"ARKANSAS",2021,31,1
"LOUISIANA",2021,31,0
"OKLAHOMA",2021,31,2
"TEXAS",2021,31,0
"MOUNTAIN",2021,31,6
"ARIZONA",2021,31,1
"COLORADO",2021,31,3
"IDAHO",2021,31,2
"MONTANA",2021,31,0
"NEVADA",2021,31,0
"NEW MEXICO",2021,31,0
"UTAH",2021,31,0
"WYOMING",2021,31,0
"PACIFIC",2021,31,6
"ALASKA",2021,31,0
"CALIFORNIA",2021,31,1
"HAWAII",2021,31,0
"OREGON",2021,31,1
"WASHINGTON",2021,31,4
"US TERRITORIES",2021,31,0
"AMERICAN SAMOA",2021,31,0
"NORTHERN MARIANA ISLANDS",2021,31,0
"GUAM",2021,31,0
"PUERTO RICO",2021,31,0
"U.S. VIRGIN ISLANDS",2021,31,0
"NON-US RESIDENTS",2021,31,0
"TOTAL",2021,31,94
"US RESIDENTS",2021,32,70
"NEW ENGLAND",2021,32,4
"CONNECTICUT",2021,32,0
"MAINE",2021,32,0
"MASSACHUSETTS",2021,32,2
"NEW HAMPSHIRE",2021,32,1
"RHODE ISLAND",2021,32,1
"VERMONT",2021,32,0
"MIDDLE ATLANTIC",2021,32,29
"NEW JERSEY",2021,32,0
"NEW YORK",2021,32,22
"NEW YORK CITY",2021,32,1
"PENNSYLVANIA",2021,32,6
"EAST NORTH CENTRAL",2021,32,9
"ILLINOIS",2021,32,0
"INDIANA",2021,32,0
"MICHIGAN",2021,32,0
"OHIO",2021,32,0
"WISCONSIN",2021,32,9
"WEST NORTH CENTRAL",2021,32,8
"IOWA",2021,32,1
"KANSAS",2021,32,1
"MINNESOTA",2021,32,0
"MISSOURI",2021,32,0
"NEBRASKA",2021,32,6
"NORTH DAKOTA",2021,32,0
"SOUTH DAKOTA",2021,32,0
"SOUTH ATLANTIC",2021,32,6
"DELAWARE",2021,32,0
"DISTRICT OF COLUMBIA",2021,32,0
"FLORIDA",2021,32,0
"GEORGIA",2021,32,0
"MARYLAND",2021,32,1
"NORTH CAROLINA",2021,32,1
"SOUTH CAROLINA",2021,32,1
"VIRGINIA",2021,32,3
"WEST VIRGINIA",2021,32,0
"EAST SOUTH CENTRAL",2021,32,3
"ALABAMA",2021,32,2
"KENTUCKY",2021,32,0
"MISSISSIPPI",2021,32,0
"TENNESSEE",2021,32,1
"WEST SOUTH CENTRAL",2021,32,2
"ARKANSAS",2021,32,2
"LOUISIANA",2021,32,0
"OKLAHOMA",2021,32,0
"TEXAS",2021,32,0
"MOUNTAIN",2021,32,1
"ARIZONA",2021,32,1
"COLORADO",2021,32,0
"IDAHO",2021,32,0
"MONTANA",2021,32,0
"NEVADA",2021,32,0
"NEW MEXICO",2021,32,0
"UTAH",2021,32,0
"WYOMING",2021,32,0
"PACIFIC",2021,32,8
"ALASKA",2021,32,0
"CALIFORNIA",2021,32,4
"HAWAII",2021,32,0
"OREGON",2021,32,0
"WASHINGTON",2021,32,4
"US TERRITORIES",2021,32,0
"AMERICAN SAMOA",2021,32,0
"NORTHERN MARIANA ISLANDS",2021,32,0
"GUAM",2021,32,0
"PUERTO RICO",2021,32,0
"U.S. VIRGIN ISLANDS",2021,32,0
"NON-US RESIDENTS",2021,32,0
"TOTAL",2021,32,70
"US RESIDENTS",2021,33,70
"NEW ENGLAND",2021,33,5
"CONNECTICUT",2021,33,0
"MAINE",2021,33,0
"MASSACHUSETTS",2021,33,2
"NEW HAMPSHIRE",2021,33,1
"RHODE ISLAND",2021,33,2
"VERMONT",2021,33,0
"MIDDLE ATLANTIC",2021,33,23
"NEW JERSEY",2021,33,0
"NEW YORK",2021,33,15
"NEW YORK CITY",2021,33,2
"PENNSYLVANIA",2021,33,6
"EAST NORTH CENTRAL",2021,33,6
"ILLINOIS",2021,33,0
"INDIANA",2021,33,0
"MICHIGAN",2021,33,0
"OHIO",2021,33,0
"WISCONSIN",2021,33,6
"WEST NORTH CENTRAL",2021,33,3
"IOWA",2021,33,0
"KANSAS",2021,33,0
"MINNESOTA",2021,33,0
"MISSOURI",2021,33,0
"NEBRASKA",2021,33,3
"NORTH DAKOTA",2021,33,0
"SOUTH DAKOTA",2021,33,0
"SOUTH ATLANTIC",2021,33,9
"DELAWARE",2021,33,0
"DISTRICT OF COLUMBIA",2021,33,0
"FLORIDA",2021,33,0
"GEORGIA",2021,33,0
"MARYLAND",2021,33,3
"NORTH CAROLINA",2021,33,0
"SOUTH CAROLINA",2021,33,1
"VIRGINIA",2021,33,5
"WEST VIRGINIA",2021,33,0
"EAST SOUTH CENTRAL",2021,33,1
"ALABAMA",2021,33,1
"KENTUCKY",2021,33,0
"MISSISSIPPI",2021,33,0
"TENNESSEE",2021,33,0
"WEST SOUTH CENTRAL",2021,33,4
"ARKANSAS",2021,33,0
"LOUISIANA",2021,33,0
"OKLAHOMA",2021,33,2
"TEXAS",2021,33,2
"MOUNTAIN",2021,33,4
"ARIZONA",2021,33,0
"COLORADO",2021,33,4
"IDAHO",2021,33,0
"MONTANA",2021,33,0
"NEVADA",2021,33,0
"NEW MEXICO",2021,33,0
"UTAH",2021,33,0
"WYOMING",2021,33,0
"PACIFIC",2021,33,15
"ALASKA",2021,33,1
"CALIFORNIA",2021,33,11
"HAWAII",2021,33,0
"OREGON",2021,33,0
"WASHINGTON",2021,33,3
"US TERRITORIES",2021,33,0
"AMERICAN SAMOA",2021,33,0
"NORTHERN MARIANA ISLANDS",2021,33,0
"GUAM",2021,33,0
"PUERTO RICO",2021,33,0
"U.S. VIRGIN ISLANDS",2021,33,0
"NON-US RESIDENTS",2021,33,0
"TOTAL",2021,33,70
"US RESIDENTS",2021,34,69
"NEW ENGLAND",2021,34,3
"CONNECTICUT",2021,34,0
"MAINE",2021,34,2
"MASSACHUSETTS",2021,34,1
"NEW HAMPSHIRE",2021,34,0
"RHODE ISLAND",2021,34,0
"VERMONT",2021,34,0
"MIDDLE ATLANTIC",2021,34,25
"NEW JERSEY",2021,34,0
"NEW YORK",2021,34,18
"NEW YORK CITY",2021,34,5
"PENNSYLVANIA",2021,34,2
"EAST NORTH CENTRAL",2021,34,4
"ILLINOIS",2021,34,0
"INDIANA",2021,34,0
"MICHIGAN",2021,34,0
"OHIO",2021,34,0
"WISCONSIN",2021,34,4
"WEST NORTH CENTRAL",2021,34,7
"IOWA",2021,34,1
"KANSAS",2021,34,2
"MINNESOTA",2021,34,0
"MISSOURI",2021,34,0
"NEBRASKA",2021,34,4
"NORTH DAKOTA",2021,34,0
"SOUTH DAKOTA",2021,34,0
"SOUTH ATLANTIC",2021,34,7
"DELAWARE",2021,34,1
"DISTRICT OF COLUMBIA",2021,34,0
"FLORIDA",2021,34,0
"GEORGIA",2021,34,3
"MARYLAND",2021,34,1
"NORTH CAROLINA",2021,34,0
"SOUTH CAROLINA",2021,34,1
"VIRGINIA",2021,34,1
"WEST VIRGINIA",2021,34,0
"EAST SOUTH CENTRAL",2021,34,0
"ALABAMA",2021,34,0
"KENTUCKY",2021,34,0
"MISSISSIPPI",2021,34,0
"TENNESSEE",2021,34,0
"WEST SOUTH CENTRAL",2021,34,5
"ARKANSAS",2021,34,0
"LOUISIANA",2021,34,5
"OKLAHOMA",2021,34,0
"TEXAS",2021,34,0
"MOUNTAIN",2021,34,10
"ARIZONA",2021,34,2
"COLORADO",2021,34,5
"IDAHO",2021,34,2
"MONTANA",2021,34,0
"NEVADA",2021,34,0
"NEW MEXICO",2021,34,1
"UTAH",2021,34,0
"WYOMING",2021,34,0
"PACIFIC",2021,34,8
"ALASKA",2021,34,0
"CALIFORNIA",2021,34,4
"HAWAII",2021,34,1
"OREGON",2021,34,2
"WASHINGTON",2021,34,1
"US TERRITORIES",2021,34,0
"AMERICAN SAMOA",2021,34,0
"NORTHERN MARIANA ISLANDS",2021,34,0
"GUAM",2021,34,0
"PUERTO RICO",2021,34,0
"U.S. VIRGIN ISLANDS",2021,34,0
"NON-US RESIDENTS",2021,34,0
"TOTAL",2021,34,69
"US RESIDENTS",2021,35,62
"NEW ENGLAND",2021,35,0
"CONNECTICUT",2021,35,0
"MAINE",2021,35,0
"MASSACHUSETTS",2021,35,0
"NEW HAMPSHIRE",2021,35,0
"RHODE ISLAND",2021,35,0
"VERMONT",2021,35,0
"MIDDLE ATLANTIC",2021,35,16
"NEW JERSEY",2021,35,0
"NEW YORK",2021,35,7
"NEW YORK CITY",2021,35,0
"PENNSYLVANIA",2021,35,9
"EAST NORTH CENTRAL",2021,35,14
"ILLINOIS",2021,35,0
"INDIANA",2021,35,0
"MICHIGAN",2021,35,0
"OHIO",2021,35,0
"WISCONSIN",2021,35,14
"WEST NORTH CENTRAL",2021,35,3
"IOWA",2021,35,0
"KANSAS",2021,35,1
"MINNESOTA",2021,35,0
"MISSOURI",2021,35,0
"NEBRASKA",2021,35,2
"NORTH DAKOTA",2021,35,0
"SOUTH DAKOTA",2021,35,0
"SOUTH ATLANTIC",2021,35,6
"DELAWARE",2021,35,0
"DISTRICT OF COLUMBIA",2021,35,0
"FLORIDA",2021,35,0
"GEORGIA",2021,35,3
"MARYLAND",2021,35,0
"NORTH CAROLINA",2021,35,0
"SOUTH CAROLINA",2021,35,2
"VIRGINIA",2021,35,1
"WEST VIRGINIA",2021,35,0
"EAST SOUTH CENTRAL",2021,35,0
"ALABAMA",2021,35,0
"KENTUCKY",2021,35,0
"MISSISSIPPI",2021,35,0
"TENNESSEE",2021,35,0
"WEST SOUTH CENTRAL",2021,35,4
"ARKANSAS",2021,35,3
"LOUISIANA",2021,35,1
"OKLAHOMA",2021,35,0
"TEXAS",2021,35,0
"MOUNTAIN",2021,35,11
"ARIZONA",2021,35,3
"COLORADO",2021,35,7
"IDAHO",2021,35,0
"MONTANA",2021,35,0
"NEVADA",2021,35,0
"NEW MEXICO",2021,35,0
"UTAH",2021,35,1
"WYOMING",2021,35,0
"PACIFIC",2021,35,8
"ALASKA",2021,35,0
"CALIFORNIA",2021,35,5
"HAWAII",2021,35,0
"OREGON",2021,35,1
"WASHINGTON",2021,35,2
"US TERRITORIES",2021,35,0
"AMERICAN SAMOA",2021,35,0
"NORTHERN MARIANA ISLANDS",2021,35,0
"GUAM",2021,35,0
"PUERTO RICO",2021,35,0
"U.S. VIRGIN ISLANDS",2021,35,0
"NON-US RESIDENTS",2021,35,0
"TOTAL",2021,35,62
"US RESIDENTS",2021,36,70
"NEW ENGLAND",2021,36,1
"CONNECTICUT",2021,36,0
"MAINE",2021,36,1
"MASSACHUSETTS",2021,36,0
"NEW HAMPSHIRE",2021,36,0
"RHODE ISLAND",2021,36,0
"VERMONT",2021,36,0
"MIDDLE ATLANTIC",2021,36,25
"NEW JERSEY",2021,36,1
"NEW YORK",2021,36,16
"NEW YORK CITY",2021,36,3
"PENNSYLVANIA",2021,36,5
"EAST NORTH CENTRAL",2021,36,18
"ILLINOIS",2021,36,0
"INDIANA",2021,36,0
"MICHIGAN",2021,36,0
"OHIO",2021,36,0
"WISCONSIN",2021,36,18
"WEST NORTH CENTRAL",2021,36,4
"IOWA",2021,36,2
"KANSAS",2021,36,0
"MINNESOTA",2021,36,0
"MISSOURI",2021,36,0
"NEBRASKA",2021,36,2
"NORTH DAKOTA",2021,36,0
"SOUTH DAKOTA",2021,36,0
"SOUTH ATLANTIC",2021,36,7
"DELAWARE",2021,36,0
"DISTRICT OF COLUMBIA",2021,36,0
"FLORIDA",2021,36,0
"GEORGIA",2021,36,2
"MARYLAND",2021,36,1
"NORTH CAROLINA",2021,36,0
"SOUTH CAROLINA",2021,36,2
"VIRGINIA",2021,36,2
"WEST VIRGINIA",2021,36,0
"EAST SOUTH CENTRAL",2021,36,0
"ALABAMA",2021,36,0
"KENTUCKY",2021,36,0
"MISSISSIPPI",2021,36,0
"TENNESSEE",2021,36,0
"WEST SOUTH CENTRAL",2021,36,6
"ARKANSAS",2021,36,1
"LOUISIANA",2021,36,3
"OKLAHOMA",2021,36,2
"TEXAS",2021,36,0
"MOUNTAIN",2021,36,2
"ARIZONA",2021,36,0
"COLORADO",2021,36,2
"IDAHO",2021,36,0
"MONTANA",2021,36,0
"NEVADA",2021,36,0
"NEW MEXICO",2021,36,0
"UTAH",2021,36,0
"WYOMING",2021,36,0
"PACIFIC",2021,36,7
"ALASKA",2021,36,2
"CALIFORNIA",2021,36,0
"HAWAII",2021,36,0
"OREGON",2021,36,1
"WASHINGTON",2021,36,4
"US TERRITORIES",2021,36,0
"AMERICAN SAMOA",2021,36,0
"NORTHERN MARIANA ISLANDS",2021,36,0
"GUAM",2021,36,0
"PUERTO RICO",2021,36,0
"U.S. VIRGIN ISLANDS",2021,36,0
"NON-US RESIDENTS",2021,36,0
"TOTAL",2021,36,70
"US RESIDENTS",2021,37,75
"NEW ENGLAND",2021,37,5
"CONNECTICUT",2021,37,0
"MAINE",2021,37,1
"MASSACHUSETTS",2021,37,4
"NEW HAMPSHIRE",2021,37,0
"RHODE ISLAND",2021,37,0
"VERMONT",2021,37,0
"MIDDLE ATLANTIC",2021,37,19
"NEW JERSEY",2021,37,0
"NEW YORK",2021,37,15
"NEW YORK CITY",2021,37,2
"PENNSYLVANIA",2021,37,2
"EAST NORTH CENTRAL",2021,37,9
"ILLINOIS",2021,37,0
"INDIANA",2021,37,0
"MICHIGAN",2021,37,0
"OHIO",2021,37,0
"WISCONSIN",2021,37,9
"WEST NORTH CENTRAL",2021,37,7
"IOWA",2021,37,2
"KANSAS",2021,37,4
"MINNESOTA",2021,37,0
"MISSOURI",2021,37,0
"NEBRASKA",2021,37,1
"NORTH DAKOTA",2021,37,0
"SOUTH DAKOTA",2021,37,0
"SOUTH ATLANTIC",2021,37,7
"DELAWARE",2021,37,0
"DISTRICT OF COLUMBIA",2021,37,0
"FLORIDA",2021,37,0
"GEORGIA",2021,37,1
"MARYLAND",2021,37,0
"NORTH CAROLINA",2021,37,0
"SOUTH CAROLINA",2021,37,1
"VIRGINIA",2021,37,5
"WEST VIRGINIA",2021,37,0
"EAST SOUTH CENTRAL",2021,37,2
"ALABAMA",2021,37,2
"KENTUCKY",2021,37,0
"MISSISSIPPI",2021,37,0
"TENNESSEE",2021,37,0
"WEST SOUTH CENTRAL",2021,37,4
"ARKANSAS",2021,37,0
"LOUISIANA",2021,37,1
"OKLAHOMA",2021,37,3
"TEXAS",2021,37,0
"MOUNTAIN",2021,37,5
"ARIZONA",2021,37,1
"COLORADO",2021,37,4
"IDAHO",2021,37,0
"MONTANA",2021,37,0
"NEVADA",2021,37,0
"NEW MEXICO",2021,37,0
"UTAH",2021,37,0
"WYOMING",2021,37,0
"PACIFIC",2021,37,17
"ALASKA",2021,37,3
"CALIFORNIA",2021,37,11
"HAWAII",2021,37,0
"OREGON",2021,37,0
"WASHINGTON",2021,37,3
"US TERRITORIES",2021,37,0
"AMERICAN SAMOA",2021,37,0
"NORTHERN MARIANA ISLANDS",2021,37,0
"GUAM",2021,37,0
"PUERTO RICO",2021,37,0
"U.S. VIRGIN ISLANDS",2021,37,0
"NON-US RESIDENTS",2021,37,0
"TOTAL",2021,37,75
"US RESIDENTS",2021,38,57
"NEW ENGLAND",2021,38,4
"CONNECTICUT",2021,38,0
"MAINE",2021,38,1
"MASSACHUSETTS",2021,38,0
"NEW HAMPSHIRE",2021,38,0
"RHODE ISLAND",2021,38,1
"VERMONT",2021,38,2
"MIDDLE ATLANTIC",2021,38,11
"NEW JERSEY",2021,38,0
"NEW YORK",2021,38,7
"NEW YORK CITY",2021,38,2
"PENNSYLVANIA",2021,38,2
"EAST NORTH CENTRAL",2021,38,7
"ILLINOIS",2021,38,0
"INDIANA",2021,38,0
"MICHIGAN",2021,38,0
"OHIO",2021,38,0
"WISCONSIN",2021,38,7
"WEST NORTH CENTRAL",2021,38,5
"IOWA",2021,38,3
"KANSAS",2021,38,1
"MINNESOTA",2021,38,0
"MISSOURI",2021,38,0
"NEBRASKA",2021,38,1
"NORTH DAKOTA",2021,38,0
"SOUTH DAKOTA",2021,38,0
"SOUTH ATLANTIC",2021,38,10
"DELAWARE",2021,38,0
"DISTRICT OF COLUMBIA",2021,38,0
"FLORIDA",2021,38,0
"GEORGIA",2021,38,1
"MARYLAND",2021,38,5
"NORTH CAROLINA",2021,38,0
"SOUTH CAROLINA",2021,38,0
"VIRGINIA",2021,38,4
"WEST VIRGINIA",2021,38,0
"EAST SOUTH CENTRAL",2021,38,1
"ALABAMA",2021,38,1
"KENTUCKY",2021,38,0
"MISSISSIPPI",2021,38,0
"TENNESSEE",2021,38,0
"WEST SOUTH CENTRAL",2021,38,4
"ARKANSAS",2021,38,1
"LOUISIANA",2021,38,1
"OKLAHOMA",2021,38,2
"TEXAS",2021,38,0
"MOUNTAIN",2021,38,3
"ARIZONA",2021,38,0
"COLORADO",2021,38,3
"IDAHO",2021,38,0
"MONTANA",2021,38,0
"NEVADA",2021,38,0
"NEW MEXICO",2021,38,0
"UTAH",2021,38,0
"WYOMING",2021,38,0
"PACIFIC",2021,38,12
"ALASKA",2021,38,5
"CALIFORNIA",2021,38,4
"HAWAII",2021,38,0
"OREGON",2021,38,1
"WASHINGTON",2021,38,2
"US TERRITORIES",2021,38,0
"AMERICAN SAMOA",2021,38,0
"NORTHERN MARIANA ISLANDS",2021,38,0
"GUAM",2021,38,0
"PUERTO RICO",2021,38,0
"U.S. VIRGIN ISLANDS",2021,38,0
"NON-US RESIDENTS",2021,38,0
"TOTAL",2021,38,57
"US RESIDENTS",2021,39,65
"NEW ENGLAND",2021,39,3
"CONNECTICUT",2021,39,0
"MAINE",2021,39,1
"MASSACHUSETTS",2021,39,2
"NEW HAMPSHIRE",2021,39,0
"RHODE ISLAND",2021,39,0
"VERMONT",2021,39,0
"MIDDLE ATLANTIC",2021,39,9
"NEW JERSEY",2021,39,0
"NEW YORK",2021,39,3
"NEW YORK CITY",2021,39,0
"PENNSYLVANIA",2021,39,6
"EAST NORTH CENTRAL",2021,39,6
"ILLINOIS",2021,39,0
"INDIANA",2021,39,0
"MICHIGAN",2021,39,0
"OHIO",2021,39,0
"WISCONSIN",2021,39,6
"WEST NORTH CENTRAL",2021,39,13
"IOWA",2021,39,5
"KANSAS",2021,39,4
"MINNESOTA",2021,39,0
"MISSOURI",2021,39,0
"NEBRASKA",2021,39,4
"NORTH DAKOTA",2021,39,0
"SOUTH DAKOTA",2021,39,0
"SOUTH ATLANTIC",2021,39,11
"DELAWARE",2021,39,0
"DISTRICT OF COLUMBIA",2021,39,0
"FLORIDA",2021,39,0
"GEORGIA",2021,39,6
"MARYLAND",2021,39,3
"NORTH CAROLINA",2021,39,0
"SOUTH CAROLINA",2021,39,0
"VIRGINIA",2021,39,2
"WEST VIRGINIA",2021,39,0
"EAST SOUTH CENTRAL",2021,39,2
"ALABAMA",2021,39,0
"KENTUCKY",2021,39,2
"MISSISSIPPI",2021,39,0
"TENNESSEE",2021,39,0
"WEST SOUTH CENTRAL",2021,39,5
"ARKANSAS",2021,39,3
"LOUISIANA",2021,39,1
"OKLAHOMA",2021,39,1
"TEXAS",2021,39,0
"MOUNTAIN",2021,39,6
"ARIZONA",2021,39,0
"COLORADO",2021,39,2
"IDAHO",2021,39,0
"MONTANA",2021,39,0
"NEVADA",2021,39,0
"NEW MEXICO",2021,39,1
"UTAH",2021,39,3
"WYOMING",2021,39,0
"PACIFIC",2021,39,10
"ALASKA",2021,39,2
"CALIFORNIA",2021,39,4
"HAWAII",2021,39,0
"OREGON",2021,39,1
"WASHINGTON",2021,39,3
"US TERRITORIES",2021,39,0
"AMERICAN SAMOA",2021,39,0
"NORTHERN MARIANA ISLANDS",2021,39,0
"GUAM",2021,39,0
"PUERTO RICO",2021,39,0
"U.S. VIRGIN ISLANDS",2021,39,0
"NON-US RESIDENTS",2021,39,0
"TOTAL",2021,39,65
"US RESIDENTS",2021,40,42
"NEW ENGLAND",2021,40,1
"CONNECTICUT",2021,40,0
"MAINE",2021,40,0
"MASSACHUSETTS",2021,40,1
"NEW HAMPSHIRE",2021,40,0
"RHODE ISLAND",2021,40,0
"VERMONT",2021,40,0
"MIDDLE ATLANTIC",2021,40,3
"NEW JERSEY",2021,40,0
"NEW YORK",2021,40,0
"NEW YORK CITY",2021,40,0
"PENNSYLVANIA",2021,40,3
"EAST NORTH CENTRAL",2021,40,1
"ILLINOIS",2021,40,0
"INDIANA",2021,40,0
"MICHIGAN",2021,40,0
"OHIO",2021,40,0
"WISCONSIN",2021,40,1
"WEST NORTH CENTRAL",2021,40,4
"IOWA",2021,40,3
"KANSAS",2021,40,1
"MINNESOTA",2021,40,0
"MISSOURI",2021,40,0
"NEBRASKA",2021,40,0
"NORTH DAKOTA",2021,40,0
"SOUTH DAKOTA",2021,40,0
"SOUTH ATLANTIC",2021,40,10
"DELAWARE",2021,40,0
"DISTRICT OF COLUMBIA",2021,40,0
"FLORIDA",2021,40,0
"GEORGIA",2021,40,3
"MARYLAND",2021,40,2
"NORTH CAROLINA",2021,40,0
"SOUTH CAROLINA",2021,40,1
"VIRGINIA",2021,40,4
"WEST VIRGINIA",2021,40,0
"EAST SOUTH CENTRAL",2021,40,2
"ALABAMA",2021,40,2
"KENTUCKY",2021,40,0
"MISSISSIPPI",2021,40,0
"TENNESSEE",2021,40,0
"WEST SOUTH CENTRAL",2021,40,4
"ARKANSAS",2021,40,2
"LOUISIANA",2021,40,0
"OKLAHOMA",2021,40,2
"TEXAS",2021,40,0
"MOUNTAIN",2021,40,5
"ARIZONA",2021,40,1
"COLORADO",2021,40,2
"IDAHO",2021,40,1
"MONTANA",2021,40,0
"NEVADA",2021,40,0
"NEW MEXICO",2021,40,0
"UTAH",2021,40,1
"WYOMING",2021,40,0
"PACIFIC",2021,40,12
"ALASKA",2021,40,1
"CALIFORNIA",2021,40,8
"HAWAII",2021,40,0
"OREGON",2021,40,1
"WASHINGTON",2021,40,2
"US TERRITORIES",2021,40,0
"AMERICAN SAMOA",2021,40,0
"NORTHERN MARIANA ISLANDS",2021,40,0
"GUAM",2021,40,0
"PUERTO RICO",2021,40,0
"U.S. VIRGIN ISLANDS",2021,40,0
"NON-US RESIDENTS",2021,40,0
"TOTAL",2021,40,42
"US RESIDENTS",2021,41,49
"NEW ENGLAND",2021,41,3
"CONNECTICUT",2021,41,0
"MAINE",2021,41,0
"MASSACHUSETTS",2021,41,3
"NEW HAMPSHIRE",2021,41,0
"RHODE ISLAND",2021,41,0
"VERMONT",2021,41,0
"MIDDLE ATLANTIC",2021,41,15
"NEW JERSEY",2021,41,0
"NEW YORK",2021,41,14
"NEW YORK CITY",2021,41,0
"PENNSYLVANIA",2021,41,1
"EAST NORTH CENTRAL",2021,41,4
"ILLINOIS",2021,41,0
